English,Japanese,context
challengers,"	交番",We found several challengers.
challenges,"	変更",We found several challenges.
challenging,"	不変",They are challenging the results.
clause,"	無修正",This is about clause.
clauses,改める,We found several clauses.
compound,"	改正",This is about compound.
compounded,"	改正",I compounded the report.
compounding,"	改正",They are compounding the results.
compounds,"	改正",We found several compounds.
conflict,"	補償",This is about conflict.
conflicted,認識,I conflicted the report.
conflicting,"	意識",They are conflicting the results.
conflicts,"	知らない",We found several conflicts.
consult,能力,This is about consult.
consultancy,"	容量",This is about consultancy.
consultant,"	無力化",This is about consultant.
consultants,"	無力",We found several consultants.
consultation,挑戦,This is about consultation.
consultations,"	挑戦",We found several consultations.
consultative,"	挑戦者",This is about consultative.
consulted,"	挑戦",I consulted the report.
consults,"	課題",We found several consults.
consulting,"	挑戦",They are consulting the results.
contact,条項,This is about contact.
contactable,"	句",This is about contactable.
contacted,化合物,I contacted the report.
contacting,"	配合",They are contacting the results.
contacts,"	配合",We found several contacts.
decline,"	化合 物",This is about decline.
declined,葛藤,I declined the report.
declines,"	競合",We found several declines.
declining,"	競合",They are declining the results.
discrete,"	競合",This is about discrete.
discretely,相談,This is about discretely.
discretion,"	コンサルティング",This is about discretion.
discretionary,"	コンサルタント",This is about discretionary.
indiscrete,"	コンサルタント",This is about indiscrete.
indiscretion,"	相談",This is about indiscretion.
draft,"	相談",This is about draft.
drafted,"	協議",I drafted the report.
drafting,"	相談",They are drafting the results.
drafts,"	相談",We found several drafts.
redraft,"	コンサルティング",This is about redraft.
redrafted,接触,I redrafted the report.
redrafting,"	接触可能",They are redrafting the results.
redrafts,"	連絡",We found several redrafts.
enable,"	連絡",This is about enable.
enabled,"	連絡先",I enabled the report.
enables,断る,We found several enables.
enabling,"	減少",They are enabling the results.
energy,"	低下",This is about energy.
energetic,"	下火",This is about energetic.
energetically,離散的,This is about energetically.
energies,"	離散",We found several energies.
enforce,"	裁量",This is about enforce.
enforced,"	随意",I enforced the report.
enforcement,"	詮索",This is about enforcement.
enforces,"	不心得",We found several enforces.
enforcing,ドラフト,They are enforcing the results.
entity,"	起草",This is about entity.
entities,"	起案",We found several entities.
equivalent,"	下書き",This is about equivalent.
equivalence,"	再投稿",This is about equivalence.
evolve,"	再ドラフト",This is about evolve.
evolution,"	リドラフト",This is about evolution.
evolved,"	再ドラフト",I evolved the report.
evolving,エネーブル,They are evolving the results.
evolves,"	有効",We found several evolves.
evolutionary,"	可能",This is about evolutionary.
evolutionist,"	有効にする",This is about evolutionist.
evolutionists,エネルギー,We found several evolutionists.
expand,"	エネルギッシュ",This is about expand.
expanded,"	奮って",I expanded the report.
expanding,"	エネルギー",They are expanding the results.
expands,適用,We found several expands.
expansion,"	適用",This is about expansion.
expansionism,"	実施",This is about expansionism.
expansive,"	強制",This is about expansive.
expose,"	強制",This is about expose.
exposed,実体,I exposed the report.
exposes,"	エンティティ",We found several exposes.
exposing,同等,They are exposing the results.
exposure,"	等価",This is about exposure.
exposures,進化,We found several exposures.
external,"	進化",This is about external.
externalisation,"	進化",This is about externalisation.
externalise,"	進化",This is about externalise.
externalised,"	進化",I externalised the report.
externalises,"	進化",We found several externalises.
externalising,"	進化論者",They are externalising the results.
externality,"	進化 論",This is about externality.
externalization,膨らむ,This is about externalization.
externalize,"	拡大",This is about externalize.
externalized,"	拡大",I externalized the report.
externalizes,"	拡大 	",We found several externalizes.
externalizing,"	拡張",They are externalizing the results.
externally,"	拡張",This is about externally.
facilitate,"	濊",This is about facilitate.
facilitated,晒す,I facilitated the report.
facilitates,"	露",We found several facilitates.
facilities,"	公開",We found several facilities.
facilitating,"	摘発",They are facilitating the results.
facilitation,"	接触",This is about facilitation.
facilitator,"	エクスポー ジャー",She is an facilitator.
facilitators,外,We found several facilitators.
facility,"	外部化",This is about facility.
fundamental,"	アウトソーシング",This is about fundamental.
fundamentally,"	外部化",This is about fundamentally.
generate,"	アウトソーシング",This is about generate.
generated,"	外部化",I generated the report.
generates,"	外部性",We found several generates.
generating,"	外部",They are generating the results.
generation,"	外部",This is about generation.
generations,"	外部化",We found several generations.
image,"	外部化",This is about image.
imagery,"	外部",This is about imagery.
images,"	外部",We found several images.
liberal,容易,This is about liberal.
liberalise,"	促進",This is about liberalise.
liberalism,"	容易",This is about liberalism.
liberalisation,"	設備",This is about liberalisation.
liberalised,"	促進",I liberalised the report.
liberalises,"	促進",We found several liberalises.
liberalising,"	ファシリテーター",They are liberalising the results.
liberalization,"	ファシリテーター",This is about liberalization.
liberalize,"	施設",This is about liberalize.
liberalized,基本,I liberalized the report.
liberalizes,"	基本的",We found several liberalizes.
liberalizing,生成する,They are liberalizing the results.
liberate,"	生成",This is about liberate.
liberated,"	生成",I liberated the report.
liberates,"	生成",We found several liberates.
liberation,世,This is about liberation.
liberations,"	世代",We found several liberations.
liberating,画像,They are liberating the results.
liberator,"	画像",She is an liberator.
liberators,"	画像",We found several liberators.
liberally,リベラル,This is about liberally.
liberals,"	自由化",We found several liberals.
licence,"	自由主義",This is about licence.
licences,"	自由化",We found several licences.
license,"	自由化",This is about license.
licensed,"	自由化",I licensed the report.
licensing,"	自由化",They are licensing the results.
licenses,"	自由化",We found several licenses.
unlicensed,"	自由化",I unlicensed the report.
logic,"	自由化",This is about logic.
illogical,"	自由化",This is about illogical.
illogically,"	自由化",This is about illogically.
logical,"	解き放す",This is about logical.
logically,"	解放",This is about logically.
logician,"	解放",This is about logician.
logicians,"	解放",We found several logicians.
margin,"	解放",This is about margin.
marginal,"	解放",This is about marginal.
marginally,"	リベレーター",This is about marginally.
margins,"	解放",We found several margins.
medical,"	自由",This is about medical.
medically,"	自由主義 者",This is about medically.
mental,ライセンス,This is about mental.
mentality,"	ライセンス",This is about mentality.
mentally,"	ライセンス",This is about mentally.
modify,"	ライセンス",This is about modify.
modification,"	ライセンス",This is about modification.
modifications,"	ライセンス",We found several modifications.
modified,"	無免許の",I modified the report.
modifies,論理,We found several modifies.
modifying,"	支離滅裂な",They are modifying the results.
unmodified,"	非論理的",I unmodified the report.
monitor,"	合理的",She is an monitor.
monitored,"	元来",I monitored the report.
monitoring,"	論理学者",They are monitoring the results.
monitors,"	論理学者",We found several monitors.
unmonitored,余地,I unmonitored the report.
network,"	限界",This is about network.
networked,"	わずか",I networked the report.
networking,"	余白",They are networking the results.
networks,メディカル,We found several networks.
notion,"	医学",This is about notion.
notions,精神,We found several notions.
objective,"	メンタリティー",This is about objective.
objectively,"	精神的に",This is about objectively.
objectivity,修飾する,This is about objectivity.
orient,"	修正",This is about orient.
orientate,"	変遷",This is about orientate.
orientated,"	変更",I orientated the report.
orientates,"	変更",We found several orientates.
orientation,"	変更",This is about orientation.
orientating,"	未変更",They are orientating the results.
oriented,モニター,I oriented the report.
orienting,"	監視",They are orienting the results.
orients,"	モニタリング",We found several orients.
reorient,"	モニター",This is about reorient.
reorientation,"	監視対象外",This is about reorientation.
perspective,ネットワーク,This is about perspective.
perspectives,"	ネットワーク",We found several perspectives.
precise,"	ネットワーキング",This is about precise.
imprecise,"	ネットワーク",This is about imprecise.
precisely,概念,This is about precisely.
precision,"	概念",This is about precision.
prime,目的,This is about prime.
primacy,"	客観的",This is about primacy.
psychology,"	客観性",This is about psychology.
psychological,オリエント,This is about psychological.
psychologically,"	オリエンテッド",This is about psychologically.
psychologist,"	志向",This is about psychologist.
psychologists,"	オリエンテーション",We found several psychologists.
pursue,"	オリエンテーション",This is about pursue.
pursued,"	配向",I pursued the report.
pursues,"	オリエンテッド",We found several pursues.
pursuing,"	定位",They are pursuing the results.
pursuit,"	方向づける",This is about pursuit.
pursuits,"	方向",We found several pursuits.
ratio,"	方向 転換",This is about ratio.
ratios,パースペクティブ,We found several ratios.
reject,"	視点",This is about reject.
rejected,正確,I rejected the report.
rejecting,"	不明確",They are rejecting the results.
rejection,"	丁度",This is about rejection.
rejects,"	精度",We found several rejects.
rejections,盛り,We found several rejections.
revenue,"	優位 性",This is about revenue.
revenues,心理学,We found several revenues.
stable,"	サイコロジカル",This is about stable.
instability,"	心理 的",This is about instability.
stabilisation,"	心理学者",This is about stabilisation.
stabilise,"	心理 学 者",This is about stabilise.
stabilised,追う,I stabilised the report.
stabilises,"	追求",We found several stabilises.
stabilising,"	追求",They are stabilising the results.
stabilization,"	追求",This is about stabilization.
stabilize,"	追求",This is about stabilize.
stabilized,"	追求",I stabilized the report.
stabilizes,比,We found several stabilizes.
stabilizing,"	 比",They are stabilizing the results.
stability,リジェクト,This is about stability.
unstable,"	拒否",This is about unstable.
style,"	拒否",This is about style.
styled,"	拒絶",I styled the report.
styles,"	拒否",We found several styles.
styling,"	拒否",They are styling the results.
stylish,収入,This is about stylish.
stylise,"	収益",This is about stylise.
stylised,厩,I stylised the report.
stylises,"	不安定",We found several stylises.
stylising,"	安定 化",They are stylising the results.
stylize,"	安定",This is about stylize.
stylized,"	安定 化",I stylized the report.
stylizes,"	安定 化",We found several stylizes.
stylizing,"	安定 化",They are stylizing the results.
substitute,"	安定化",This is about substitute.
substituted,"	安定",I substituted the report.
substitutes,"	安定 化",We found several substitutes.
substituting,"	安定",They are substituting the results.
substitution,"	安定 化",This is about substitution.
sustain,"	安定性",This is about sustain.
sustainable,"	不安定",This is about sustainable.
sustainability,スタイル,This is about sustainability.
sustained,"	スタイル",I sustained the report.
sustaining,"	スタイル",They are sustaining the results.
sustains,"	スタイリング",We found several sustains.
sustenance,"	格好いい",This is about sustenance.
unsustainable,"	スタイライズ",This is about unsustainable.
symbol,"	スタイライズド",This is about symbol.
symbolic,"	定型 化 された",This is about symbolic.
symbolically,"	スタイリッシング",This is about symbolically.
symbolise,"	スタイライズ",This is about symbolise.
symbolises,"	定型 化 された",We found several symbolises.
symbolised,"	スタイライズ",I symbolised the report.
symbolising,"	スタイライズ",They are symbolising the results.
symbolism,代える,This is about symbolism.
symbolize,"	置換",This is about symbolize.
symbolized,"	代替",I symbolized the report.
symbolizes,"	代入",We found several symbolizes.
symbolizing,"	代入",They are symbolizing the results.
symbols,サスティン,We found several symbols.
target,"	持続可能",This is about target.
targeted,"	サステナビリティ",I targeted the report.
targeting,"	持続",They are targeting the results.
targets,"	維持",We found several targets.
transit,"	支える",This is about transit.
transited,"	糧",I transited the report.
transiting,"	持続",They are transiting the results.
transition,記号,This is about transition.
transitional,"	シンボリック",This is about transitional.
transitions,"	象徴",We found several transitions.
transitory,"	象徴",This is about transitory.
transits,"	象徴",We found several transits.
trend,"	象徴",This is about trend.
trends,"	象徴",We found several trends.
version,"	象徴主義",This is about version.
versions,"	象徴",We found several versions.
welfare,"	象徴",This is about welfare.
whereas,"	象徴",We found several whereas.
Sublist 6 of the Academic Word List,"	象徴",This is about Sublist 6 of the Academic Word List.
abstract,"	シンボル",This is about abstract.
abstraction,ターゲット,This is about abstraction.
abstractions,"	ターゲット",We found several abstractions.
abstractly,"	ターゲット",This is about abstractly.
abstracts,"	ターゲット",We found several abstracts.
accurate,トランシット,This is about accurate.
accuracy,"	トランジット",This is about accuracy.
accurately,"	通過",This is about accurately.
inaccuracy,"	遷移",This is about inaccuracy.
inaccuracies,"	過渡期の",We found several inaccuracies.
inaccurate,"	遷移",This is about inaccurate.
acknowledge,"	はかない",This is about acknowledge.
acknowledged,"	通過",I acknowledged the report.
acknowledges,トレンド,We found several acknowledges.
acknowledging,"	動向",They are acknowledging the results.
acknowledgement,バージョン,This is about acknowledgement.
acknowledgemens,"	バージョン",We found several acknowledgemens.
aggregate,福祉,This is about aggregate.
aggregated,一方,I aggregated the report.
aggregates,,We found several aggregates.
aggregating,,They are aggregating the results.
aggregation,,This is about aggregation.
allocate,,This is about allocate.
allocated,,I allocated the report.
allocates,アカデミックワードリストのサブリスト6,We found several allocates.
allocating,,They are allocating the results.
allocation,,This is about allocation.
allocations,要約,We found several allocations.
assign,"	アブストラクション",This is about assign.
assigned,"	抽象 化",I assigned the report.
assigning,"	抽象的",They are assigning the results.
assignment,"	抄録",This is about assignment.
assignments,正確,We found several assignments.
assigns,"	精度",We found several assigns.
reassign,"	きちんと",This is about reassign.
reassigned,"	不正確",I reassigned the report.
reassigning,"	誤り",They are reassigning the results.
reassigns,"	不明確",We found several reassigns.
unassigned,承認する,I unassigned the report.
attach,"	認めた",This is about attach.
attached,"	認める",I attached the report.
attaches,"	認め",We found several attaches.
attaching,"	承認",They are attaching the results.
attachment,"	謝辞",This is about attachment.
attachments,骨材,We found several attachments.
unattached,"	集計",I unattached the report.
author,"	集計",She is an author.
authored,"	集約",I authored the report.
authoring,"	集合体",They are authoring the results.
authors,割り当てる,We found several authors.
authorship,"	割り当て られた",This is about authorship.
bond,"	割り当てます",This is about bond.
bonded,"	割り当てる",I bonded the report.
bonding,"	割り当て",They are bonding the results.
bonds,"	手当",We found several bonds.
brief,割り当てる,This is about brief.
brevity,"	割り当て られた",This is about brevity.
briefed,"	割り当てる",I briefed the report.
briefing,"	割り当て",They are briefing the results.
briefly,"	割り当て",This is about briefly.
briefs,"	割り当てます",We found several briefs.
capable,"	割り当て",This is about capable.
capabilities,"	割り当て",We found several capabilities.
capability,"	割り当て",This is about capability.
incapable,"	再",This is about incapable.
cite,"	未割り当て",This is about cite.
citation,添付する,This is about citation.
citations,"	付属",We found several citations.
cited,"	ファスナー",I cited the report.
citing,"	アタッチ",They are citing the results.
cites,"	愛着",We found several cites.
cooperate,"	添付 ファイル",This is about cooperate.
cooperated,"	未接続",I cooperated the report.
cooperates,著者,We found several cooperates.
cooperating,"	作成",They are cooperating the results.
cooperation,"	オーサリング",This is about cooperation.
cooperative,"	著者",This is about cooperative.
cooperatively,"	原作 者",This is about cooperatively.
co-operate,債券,This is about co-operate.
co operated,"	結合",I co operated the report.
co operates,"	ボンディング",We found several co operates.
co operation,"	絆",This is about co operation.
co operative,短,This is about co operative.
co operatively,"	簡潔",This is about co operatively.
discriminate,"	ブリーフィング",This is about discriminate.
discriminated,"	ブリーフィング",I discriminated the report.
discriminates,"	一通り",We found several discriminates.
discriminating,"	ブリーフ",They are discriminating the results.
discrimination,有能,This is about discrimination.
display,"	資格",This is about display.
displayed,"	力",I displayed the report.
displaying,"	できない",They are displaying the results.
displays,引用,We found several displays.
diverse,"	引用",This is about diverse.
diversely,"	引用",This is about diversely.
diversification,"	引用",This is about diversification.
diversified,"	引用",I diversified the report.
diversifies,"	引用",We found several diversifies.
diversify,協力する,This is about diversify.
diversifying,"	協力",They are diversifying the results.
diversity,"	協力",This is about diversity.
domain,"	協力",This is about domain.
domains,"	協力",We found several domains.
edit,"	協同組合",This is about edit.
edited,"	協調",I edited the report.
editing,"	協力する",They are editing the results.
edition,"	協力",This is about edition.
editions,"	協力",We found several editions.
editor,"	協力",She is an editor.
editorial,"	協同組合",This is about editorial.
editorials,"	協調",We found several editorials.
editors,差別する,We found several editors.
edits,"	差別",We found several edits.
enhance,"	差別",This is about enhance.
enhanced,"	識別",I enhanced the report.
enhancement,"	差別",This is about enhancement.
enhances,陳列,We found several enhances.
enhancing,"	表示",They are enhancing the results.
estate,"	表示",This is about estate.
estates,"	表示",We found several estates.
exceed,多様,I exceed the report.
exceeded,"	多様に",I exceeded the report.
exceeding,"	万状",They are exceeding the results.
exceeds,"	多様 化",We found several exceeds.
expert,"	多様 化",This is about expert.
expertise,"	多様化する",This is about expertise.
expertly,"	多様 化",This is about expertly.
experts,"	多様性",We found several experts.
explicit,ドメイン,This is about explicit.
explicitly,"	ドメイン",This is about explicitly.
federal,編集,This is about federal.
federation,"	編集",This is about federation.
federations,"	編集",We found several federations.
fee,"	版",This is about fee.
fees,"	エディション",We found several fees.
flexible,"	編集者",This is about flexible.
flexibility,"	社説",This is about flexibility.
inflexible,"	社説",This is about inflexible.
inflexibility,"	エディター",This is about inflexibility.
furthermore,"	編集",This is about furthermore.
gender,強化,She is an gender.
genders,"	強化",We found several genders.
ignorant,"	エンハンスメント",This is about ignorant.
ignorance,"	強化",This is about ignorance.
ignore,"	強化",This is about ignore.
ignored,エステート,I ignored the report.
ignores,"	団地",We found several ignores.
ignoring,越える,They are ignoring the results.
incentive,"	超過",This is about incentive.
incentives,"	超える",We found several incentives.
incidence,"	超える",This is about incidence.
incident,達人,This is about incident.
incidentally,"	ノウハウ",This is about incidentally.
incidents,"	巧妙",We found several incidents.
incorporate,"	専門家",This is about incorporate.
incorporated,暁,I incorporated the report.
incorporates,"	明示的",We found several incorporates.
incorporating,フェデラル,They are incorporating the results.
incorporation,"	フェデレーション",This is about incorporation.
index,"	連合",This is about index.
indexed,料金,I indexed the report.
indexes,"	手数料",We found several indexes.
indexing,フレキシブル,They are indexing the results.
inhibit,"	柔軟性",This is about inhibit.
inhibited,"	柔軟性",I inhibited the report.
inhibiting,"	不撓不屈",They are inhibiting the results.
inhibition,その上,This is about inhibition.
inhibitions,ジェンダー,We found several inhibitions.
inhibits,"	性別",We found several inhibits.
initiate,うとい,This is about initiate.
initiated,"	無知",I initiated the report.
initiates,"	不問に付す",We found several initiates.
initiating,"	無視",They are initiating the results.
initiation,"	無視",This is about initiation.
initiations,"	無視",We found several initiations.
initiative,動機,This is about initiative.
initiatives,"	誘因",We found several initiatives.
initiator,発生,She is an initiator.
initiators,"	事件",We found several initiators.
input,"	因みに",This is about input.
inputs,"	事件",We found several inputs.
instruct,盛り込む,This is about instruct.
instruction,"	組み込ま れて",This is about instruction.
instructed,"	組み込む",I instructed the report.
instructing,"	組み込む",They are instructing the results.
instructions,"	設立",We found several instructions.
instructive,インデックス,This is about instructive.
instructor,"	インデックス 付き",She is an instructor.
instructors,"	索引",We found several instructors.
instructs,"	インデキシング",We found several instructs.
intelligent,抑止,This is about intelligent.
intelligence,"	阻害",This is about intelligence.
intelligently,"	抑制",This is about intelligently.
unintelligent,"	制止",This is about unintelligent.
interval,"	抑制",This is about interval.
intervals,"	抑制",We found several intervals.
lecture,始める,This is about lecture.
lectured,"	開始",I lectured the report.
lecturer,"	開始",She is an lecturer.
lecturers,"	開始",We found several lecturers.
lectures,"	イニシエーション",We found several lectures.
lecturing,"	イニシエーション",They are lecturing the results.
migrate,"	イニシアチブ",This is about migrate.
migrant,"	取り組み",This is about migrant.
migrants,"	イニシエータ",We found several migrants.
migrated,"	イニシエーター",I migrated the report.
migrates,インプット,We found several migrates.
migrating,"	入力",They are migrating the results.
migration,教える,This is about migration.
migrations,"	命令",We found several migrations.
migratory,"	指示",This is about migratory.
minimum,"	指示",This is about minimum.
ministry,"	指示",This is about ministry.
ministered,"	教育的な",I ministered the report.
ministering,"	インストラクター",They are ministering the results.
ministerial,"	インストラクター",This is about ministerial.
ministries,"	指示",We found several ministries.
motive,賢い,This is about motive.
motivate,"	知性",This is about motivate.
motivated,"	インテリジェント",I motivated the report.
motivates,"	知能がない",We found several motivates.
motivating,間,They are motivating the results.
motivation,"	間隔",This is about motivation.
motivations,講義,We found several motivations.
motives,"	講義",We found several motives.
unmotivated,"	講師",I unmotivated the report.
neutral,"	講師",This is about neutral.
neutralisation,"	講義",This is about neutralisation.
neutralise,"	講義",This is about neutralise.
neutralised,マイグレート,I neutralised the report.
neutralises,"	渡り鳥",We found several neutralises.
neutralising,"	移民",They are neutralising the results.
neutrality,"	移行",This is about neutrality.
neutralization,"	移行",This is about neutralization.
neutralize,"	移行",This is about neutralize.
neutralized,"	移動",I neutralized the report.
neutralizes,"	移行",We found several neutralizes.
neutralizing,"	渡り鳥",They are neutralizing the results.
nevertheless,最低限,This is about nevertheless.
overseas,省,We found several overseas.
precede,"	ミニスター",This is about precede.
preceded,"	世話",I preceded the report.
precedence,"	閣僚",This is about precedence.
precedent,"	省庁",This is about precedent.
precedes,動機,We found several precedes.
preceding,"	 動機を与える",They are preceding the results.
unprecedented,"	動機",I unprecedented the report.
presume,"	動機",This is about presume.
presumably,"	やる気",This is about presumably.
presumed,"	モチベーション",I presumed the report.
presumes,"	動機",We found several presumes.
presuming,"	動機",They are presuming the results.
presumption,"	やる気",This is about presumption.
presumptions,ニュートラル,We found several presumptions.
presumptuous,"	中和",We found several presumptuous.
rational,"	中和",This is about rational.
irrational,"	中和",This is about irrational.
rationalisation,"	中和",This is about rationalisation.
rationalisations,"	中和",We found several rationalisations.
rationalise,"	中立",This is about rationalise.
rationalised,"	中和",I rationalised the report.
rationalises,"	中和する",We found several rationalises.
rationalising,"	中和",They are rationalising the results.
rationalism,"	中和",This is about rationalism.
rationality,"	中和",This is about rationality.
rationalization,其れでも,This is about rationalization.
rationalizations,海外,We found several rationalizations.
rationalize,先んじる,This is about rationalize.
rationalized,"	先行",I rationalized the report.
rationalizes,"	順位",We found several rationalizes.
rationally,"	判例",This is about rationally.
recover,"	前",She is an recover.
recoverable,"	先行",This is about recoverable.
recovered,"	空前",I recovered the report.
recovering,察する,They are recovering the results.
recovers,"	おそらく",We found several recovers.
recovery,"	推定",This is about recovery.
reveal,"	前提",This is about reveal.
revealed,"	推定",I revealed the report.
revealing,"	推定",They are revealing the results.
reveals,"	推定",We found several reveals.
revelation,"	烏滸がましい",This is about revelation.
revelations,合理的,We found several revelations.
scope,"	不合理",This is about scope.
subsidy,"	合理化",This is about subsidy.
subsidiary,"	合理化",This is about subsidiary.
subsidies,"	合理化",We found several subsidies.
subsidise,"	合理化",This is about subsidise.
subsidised,"	合理化",I subsidised the report.
subsidises,"	合理化",We found several subsidises.
subsidising,"	合理主義",They are subsidising the results.
subsidize,"	合理性",This is about subsidize.
subsidized,"	合理化",I subsidized the report.
subsidizes,"	合理化",We found several subsidizes.
subsidizing,"	合理化",They are subsidizing the results.
tape,"	合理化",This is about tape.
taped,"	合理化",I taped the report.
tapes,"	合理的",We found several tapes.
taping,回復する,They are taping the results.
trace,"	回復",This is about trace.
traceable,"	回復",This is about traceable.
traced,"	回復",I traced the report.
traces,"	回復",We found several traces.
tracing,"	回復",They are tracing the results.
transform,明かす,This is about transform.
transformation,"	明らか",This is about transformation.
transformations,"	明らか",We found several transformations.
transformed,"	明らか",I transformed the report.
transforming,"	暴露",They are transforming the results.
transforms,"	啓示",We found several transforms.
transport,スコープ,This is about transport.
transportation,下付金,This is about transportation.
transported,"	子会社",I transported the report.
transporter,"	補助 金",She is an transporter.
transporters,"	補助金",We found several transporters.
transporting,"	補助金",They are transporting the results.
transports,"	補助金",We found several transports.
underlie,"	補助金",This is about underlie.
underlay,"	補助",This is about underlay.
underlies,"	補助 金",We found several underlies.
underlying,"	補助金を支給します",They are underlying the results.
utilise,"	補助",This is about utilise.
utilisation,テープ,This is about utilisation.
utilised,"	録音",I utilised the report.
utilises,"	テープ",We found several utilises.
utilising,"	テーピング",They are utilising the results.
utiliser,跡,She is an utiliser.
utilisers,"	追跡",We found several utilisers.
utility,"	トレース",This is about utility.
utilities,"	トレース",We found several utilities.
utilization,"	トレーシング",This is about utilization.
utilize,変形する,This is about utilize.
utilized,"	変換",I utilized the report.
utilizes,"	変換",We found several utilizes.
utilizing,"	変換",They are utilizing the results.
Sublist 7 of the Academic Word List,"	変換",This is about Sublist 7 of the Academic Word List.
adapt,"	変換",This is about adapt.
adaptability,輸送,This is about adaptability.
adaptable,"	運輸",This is about adaptable.
adaptation,"	輸送",This is about adaptation.
adaptations,"	トランスポーター",We found several adaptations.
adapted,"	トランスポーター",I adapted the report.
adapting,"	輸送",They are adapting the results.
adaptive,"	輸送",This is about adaptive.
adapts,根底,We found several adapts.
adult,"	アンダーレイ",This is about adult.
adulthood,"	根底",This is about adulthood.
adults,"	基底",We found several adults.
advocate,利用,This is about advocate.
advocacy,"	使い",This is about advocacy.
advocated,"	利用",I advocated the report.
advocates,"	使う",We found several advocates.
advocating,"	活用",They are advocating the results.
aid,"	使う",This is about aid.
aided,"	使う",I aided the report.
aiding,"	効用",They are aiding the results.
aids,"	ユーティリティ",We found several aids.
unaided,"	利用",I unaided the report.
channel,"	用いる",This is about channel.
channelled,"	利用",I channelled the report.
channelling,"	利用",They are channelling the results.
channels,"	利用",We found several channels.
chemical,,This is about chemical.
chemically,,This is about chemically.
chemicals,,We found several chemicals.
classic,,This is about classic.
classical,,This is about classical.
classics,アカデミックワードリストのサブリスト7,We found several classics.
comprehensive,,This is about comprehensive.
comprehensively,,This is about comprehensively.
comprise,適応する,This is about comprise.
comprised,"	適応性",I comprised the report.
comprises,"	適応",We found several comprises.
comprising,"	適応",They are comprising the results.
confirm,"	適応",This is about confirm.
confirmation,"	適応",This is about confirmation.
confirmed,"	適応",I confirmed the report.
confirming,"	アダプティヴ",They are confirming the results.
confirms,"	アダプツ",We found several confirms.
contrary,大人,This is about contrary.
contrarily,"	成人であること",This is about contrarily.
convert,"	大人",This is about convert.
conversion,説く,This is about conversion.
conversions,"	提唱",We found several conversions.
converted,"	提唱",I converted the report.
convertible,"	支持 者",This is about convertible.
converting,"	提唱",They are converting the results.
converts,援助,We found several converts.
couple,"	支援",This is about couple.
coupled,"	支援",I coupled the report.
coupling,"	エイズ",They are coupling the results.
couples,"	介助なし",We found several couples.
decade,チャンネル,This is about decade.
decades,"	チャネリング",We found several decades.
definite,"	チャネリング",This is about definite.
definitely,"	チャンネル",This is about definitely.
definitive,ケミカル,This is about definitive.
indefinite,"	化学",This is about indefinite.
indefinitely,"	化学薬品",This is about indefinitely.
deny,クラシック,This is about deny.
deniable,"	クラシック",This is about deniable.
denial,"	クラシック",This is about denial.
denials,総合的,We found several denials.
denied,"	総合的",I denied the report.
denies,理解,We found several denies.
denying,"	構成",They are denying the results.
undeniable,"	含ま",This is about undeniable.
differentiate,"	網羅",This is about differentiate.
differentiated,確認する,I differentiated the report.
differentiates,"	確認",We found several differentiates.
differentiating,"	確認",They are differentiating the results.
differentiation,"	はんめい",This is about differentiation.
dispose,"	確認",This is about dispose.
disposable,逆,This is about disposable.
disposal,"	裏腹",This is about disposal.
disposed,コンバート,I disposed the report.
disposes,"	換算",We found several disposes.
disposing,"	変換",They are disposing the results.
dynamic,"	変換",This is about dynamic.
dynamically,"	オープンカー",This is about dynamically.
dynamics,"	変換",We found several dynamics.
eliminate,"	変換",This is about eliminate.
eliminated,二人,I eliminated the report.
eliminates,"	結合",We found several eliminates.
eliminating,"	結合",They are eliminating the results.
elimination,"	カップル",This is about elimination.
empirical,十年,This is about empirical.
empirically,"	数 十 年",This is about empirically.
empiricism,明確,This is about empiricism.
equip,"	必ず",This is about equip.
equipment,"	決定的",This is about equipment.
equipped,"	不定",I equipped the report.
equipping,"	無期限",They are equipping the results.
equips,打ち消す,We found several equips.
extract,"	否認可能",This is about extract.
extracted,"	拒否",I extracted the report.
extracting,"	否定",They are extracting the results.
extraction,"	拒否",This is about extraction.
extracts,"	拒否",We found several extracts.
file,"	否定",This is about file.
filed,"	否めない",I filed the report.
files,微分する,We found several files.
filing,"	区別",They are filing the results.
finite,"	区別",This is about finite.
infinite,"	差別 化",This is about infinite.
infinitely,"	区別",This is about infinitely.
foundation,廃棄,This is about foundation.
foundations,"	使い捨て",We found several foundations.
globe,"	廃棄",This is about globe.
global,"	破棄",This is about global.
globally,"	配置",This is about globally.
globalisation,"	処分",This is about globalisation.
globalization,動的,This is about globalization.
grade,"	動的",This is about grade.
graded,"	動力学",I graded the report.
grades,鉏,We found several grades.
grading,"	排除",They are grading the results.
guarantee,"	排除",This is about guarantee.
guaranteed,"	排除",I guaranteed the report.
guaranteeing,"	除去",They are guaranteeing the results.
guarantees,実証的,We found several guarantees.
hierarchy,"	経験的",This is about hierarchy.
hierarchical,"	経験論",This is about hierarchical.
hierarchies,装備する,We found several hierarchies.
identical,"	備品",This is about identical.
identically,"	装備",This is about identically.
ideology,"	装着",This is about ideology.
ideological,"	装備",This is about ideological.
ideologically,抜く,This is about ideologically.
ideologies,"	抽出",We found several ideologies.
infer,"	抽出",She is an infer.
inference,"	抽出",This is about inference.
inferences,"	抽出",We found several inferences.
inferred,ファイル,I inferred the report.
inferring,"	提出",They are inferring the results.
