English,Japanese,context
unaltered,	調整,I unaltered the report.
amend,	調整,This example illustrates how to use the word 'amend'.
amended,	調整,I amended the report.
amending,	調整,They are amending the results.
amendment,	調整,This example illustrates how to use the word 'amendment'.
amendments,	再調整,We found several amendments.
amends,	再調整,We found several amends.
aware,	再調整,This example illustrates how to use the word 'aware'.
awareness,	再調整,This example illustrates how to use the word 'awareness'.
unaware,	再調整,This example illustrates how to use the word 'unaware'.
capacity,変える,This example illustrates how to use the word 'capacity'.
capacities,	変えられる,We found several capacities.
incapacitate,	改変,This example illustrates how to use the word 'incapacitate'.
incapacitated,	変更,I incapacitated the report.
challenge,	変更,This example illustrates how to use the word 'challenge'.
challenged,	変更,I challenged the report.
challenger,	オルタネイト,She is an challenger.
challengers,	交番,We found several challengers.
challenges,	変更,We found several challenges.
challenging,	不変,They are challenging the results.
clause,	無修正,This example illustrates how to use the word 'clause'.
clauses,改める,We found several clauses.
compound,	改正,This example illustrates how to use the word 'compound'.
compounded,	改正,I compounded the report.
compounding,	改正,They are compounding the results.
compounds,	改正,We found several compounds.
conflict,	補償,This example illustrates how to use the word 'conflict'.
conflicted,認識,I conflicted the report.
conflicting,	意識,They are conflicting the results.
conflicts,	知らない,We found several conflicts.
consult,能力,This example illustrates how to use the word 'consult'.
consultancy,	容量,This example illustrates how to use the word 'consultancy'.
consultant,	無力化,This example illustrates how to use the word 'consultant'.
consultants,	無力,We found several consultants.
consultation,挑戦,This example illustrates how to use the word 'consultation'.
consultations,	挑戦,We found several consultations.
consultative,	挑戦者,This example illustrates how to use the word 'consultative'.
consulted,	挑戦,I consulted the report.
consults,	課題,We found several consults.
consulting,	挑戦,They are consulting the results.
contact,条項,This example illustrates how to use the word 'contact'.
contactable,	句,This example illustrates how to use the word 'contactable'.
contacted,化合物,I contacted the report.
contacting,	配合,They are contacting the results.
contacts,	配合,We found several contacts.
decline,	化合 物,This example illustrates how to use the word 'decline'.
declined,葛藤,I declined the report.
declines,	競合,We found several declines.
declining,	競合,They are declining the results.
discrete,	競合,This example illustrates how to use the word 'discrete'.
discretely,相談,This example illustrates how to use the word 'discretely'.
discretion,	コンサルティング,This example illustrates how to use the word 'discretion'.
discretionary,	コンサルタント,This example illustrates how to use the word 'discretionary'.
indiscrete,	コンサルタント,This example illustrates how to use the word 'indiscrete'.
indiscretion,	相談,This example illustrates how to use the word 'indiscretion'.
draft,	相談,This example illustrates how to use the word 'draft'.
drafted,	協議,I drafted the report.
drafting,	相談,They are drafting the results.
drafts,	相談,We found several drafts.
redraft,	コンサルティング,This example illustrates how to use the word 'redraft'.
redrafted,接触,I redrafted the report.
redrafting,	接触可能,They are redrafting the results.
redrafts,	連絡,We found several redrafts.
enable,	連絡,This example illustrates how to use the word 'enable'.
enabled,	連絡先,I enabled the report.
enables,断る,We found several enables.
enabling,	減少,They are enabling the results.
energy,	低下,This example illustrates how to use the word 'energy'.
energetic,	下火,This example illustrates how to use the word 'energetic'.
energetically,離散的,This example illustrates how to use the word 'energetically'.
energies,	離散,We found several energies.
enforce,	裁量,This example illustrates how to use the word 'enforce'.
enforced,	随意,I enforced the report.
enforcement,	詮索,This example illustrates how to use the word 'enforcement'.
enforces,	不心得,We found several enforces.
enforcing,ドラフト,They are enforcing the results.
entity,	起草,This example illustrates how to use the word 'entity'.
entities,	起案,We found several entities.
equivalent,	下書き,This example illustrates how to use the word 'equivalent'.
equivalence,	再投稿,This example illustrates how to use the word 'equivalence'.
evolve,	再ドラフト,This example illustrates how to use the word 'evolve'.
evolution,	リドラフト,This example illustrates how to use the word 'evolution'.
evolved,	再ドラフト,I evolved the report.
evolving,エネーブル,They are evolving the results.
evolves,	有効,We found several evolves.
evolutionary,	可能,This example illustrates how to use the word 'evolutionary'.
evolutionist,	有効にする,This example illustrates how to use the word 'evolutionist'.
evolutionists,エネルギー,We found several evolutionists.
expand,	エネルギッシュ,This example illustrates how to use the word 'expand'.
expanded,	奮って,I expanded the report.
expanding,	エネルギー,They are expanding the results.
expands,適用,We found several expands.
expansion,	適用,This example illustrates how to use the word 'expansion'.
expansionism,	実施,This example illustrates how to use the word 'expansionism'.
expansive,	強制,This example illustrates how to use the word 'expansive'.
expose,	強制,This example illustrates how to use the word 'expose'.
exposed,実体,I exposed the report.
exposes,	エンティティ,We found several exposes.
exposing,同等,They are exposing the results.
exposure,	等価,This example illustrates how to use the word 'exposure'.
exposures,進化,We found several exposures.
external,	進化,This example illustrates how to use the word 'external'.
externalisation,	進化,This example illustrates how to use the word 'externalisation'.
externalise,	進化,This example illustrates how to use the word 'externalise'.
externalised,	進化,I externalised the report.
externalises,	進化,We found several externalises.
externalising,	進化論者,They are externalising the results.
externality,	進化 論,This example illustrates how to use the word 'externality'.
externalization,膨らむ,This example illustrates how to use the word 'externalization'.
externalize,	拡大,This example illustrates how to use the word 'externalize'.
externalized,	拡大,I externalized the report.
externalizes,	拡大 	,We found several externalizes.
externalizing,	拡張,They are externalizing the results.
externally,	拡張,This example illustrates how to use the word 'externally'.
facilitate,	濊,This example illustrates how to use the word 'facilitate'.
facilitated,晒す,I facilitated the report.
facilitates,	露,We found several facilitates.
facilities,	公開,We found several facilities.
facilitating,	摘発,They are facilitating the results.
facilitation,	接触,This example illustrates how to use the word 'facilitation'.
facilitator,	エクスポー ジャー,She is an facilitator.
facilitators,外,We found several facilitators.
facility,	外部化,This example illustrates how to use the word 'facility'.
fundamental,	アウトソーシング,This example illustrates how to use the word 'fundamental'.
fundamentally,	外部化,This example illustrates how to use the word 'fundamentally'.
generate,	アウトソーシング,This example illustrates how to use the word 'generate'.
generated,	外部化,I generated the report.
generates,	外部性,We found several generates.
generating,	外部,They are generating the results.
generation,	外部,This example illustrates how to use the word 'generation'.
generations,	外部化,We found several generations.
image,	外部化,This example illustrates how to use the word 'image'.
imagery,	外部,This example illustrates how to use the word 'imagery'.
images,	外部,We found several images.
liberal,容易,This example illustrates how to use the word 'liberal'.
liberalise,	促進,This example illustrates how to use the word 'liberalise'.
liberalism,	容易,This example illustrates how to use the word 'liberalism'.
liberalisation,	設備,This example illustrates how to use the word 'liberalisation'.
liberalised,	促進,I liberalised the report.
liberalises,	促進,We found several liberalises.
liberalising,	ファシリテーター,They are liberalising the results.
liberalization,	ファシリテーター,This example illustrates how to use the word 'liberalization'.
liberalize,	施設,This example illustrates how to use the word 'liberalize'.
liberalized,基本,I liberalized the report.
liberalizes,	基本的,We found several liberalizes.
liberalizing,生成する,They are liberalizing the results.
liberate,	生成,This example illustrates how to use the word 'liberate'.
liberated,	生成,I liberated the report.
liberates,	生成,We found several liberates.
liberation,世,This example illustrates how to use the word 'liberation'.
liberations,	世代,We found several liberations.
liberating,画像,They are liberating the results.
liberator,	画像,She is an liberator.
liberators,	画像,We found several liberators.
liberally,リベラル,This example illustrates how to use the word 'liberally'.
liberals,	自由化,We found several liberals.
licence,	自由主義,This example illustrates how to use the word 'licence'.
licences,	自由化,We found several licences.
license,	自由化,This example illustrates how to use the word 'license'.
licensed,	自由化,I licensed the report.
licensing,	自由化,They are licensing the results.
licenses,	自由化,We found several licenses.
unlicensed,	自由化,I unlicensed the report.
logic,	自由化,This example illustrates how to use the word 'logic'.
illogical,	自由化,This example illustrates how to use the word 'illogical'.
illogically,	自由化,This example illustrates how to use the word 'illogically'.
logical,	解き放す,This example illustrates how to use the word 'logical'.
logically,	解放,This example illustrates how to use the word 'logically'.
logician,	解放,This example illustrates how to use the word 'logician'.
logicians,	解放,We found several logicians.
margin,	解放,This example illustrates how to use the word 'margin'.
marginal,	解放,This example illustrates how to use the word 'marginal'.
marginally,	リベレーター,This example illustrates how to use the word 'marginally'.
margins,	解放,We found several margins.
medical,	自由,This example illustrates how to use the word 'medical'.
medically,	自由主義 者,This example illustrates how to use the word 'medically'.
mental,ライセンス,This example illustrates how to use the word 'mental'.
mentality,	ライセンス,This example illustrates how to use the word 'mentality'.
mentally,	ライセンス,This example illustrates how to use the word 'mentally'.
modify,	ライセンス,This example illustrates how to use the word 'modify'.
modification,	ライセンス,This example illustrates how to use the word 'modification'.
modifications,	ライセンス,We found several modifications.
modified,	無免許の,I modified the report.
modifies,論理,We found several modifies.
modifying,	支離滅裂な,They are modifying the results.
unmodified,	非論理的,I unmodified the report.
monitor,	合理的,She is an monitor.
monitored,	元来,I monitored the report.
monitoring,	論理学者,They are monitoring the results.
monitors,	論理学者,We found several monitors.
unmonitored,余地,I unmonitored the report.
network,	限界,This example illustrates how to use the word 'network'.
networked,	わずか,I networked the report.
networking,	余白,They are networking the results.
networks,メディカル,We found several networks.
notion,	医学,This example illustrates how to use the word 'notion'.
notions,精神,We found several notions.
objective,	メンタリティー,This example illustrates how to use the word 'objective'.
objectively,	精神的に,This example illustrates how to use the word 'objectively'.
objectivity,修飾する,This example illustrates how to use the word 'objectivity'.
orient,	修正,This example illustrates how to use the word 'orient'.
orientate,	変遷,This example illustrates how to use the word 'orientate'.
orientated,	変更,I orientated the report.
orientates,	変更,We found several orientates.
orientation,	変更,This example illustrates how to use the word 'orientation'.
orientating,	未変更,They are orientating the results.
oriented,モニター,I oriented the report.
orienting,	監視,They are orienting the results.
orients,	モニタリング,We found several orients.
reorient,	モニター,This example illustrates how to use the word 'reorient'.
reorientation,	監視対象外,This example illustrates how to use the word 'reorientation'.
perspective,ネットワーク,"From her perspective, the decision was unfair."
perspectives,	ネットワーク,We found several perspectives.
precise,	ネットワーキング,This example illustrates how to use the word 'precise'.
imprecise,	ネットワーク,This example illustrates how to use the word 'imprecise'.
precisely,概念,This example illustrates how to use the word 'precisely'.
precision,	概念,This example illustrates how to use the word 'precision'.
prime,目的,This example illustrates how to use the word 'prime'.
primacy,	客観的,This example illustrates how to use the word 'primacy'.
psychology,	客観性,This example illustrates how to use the word 'psychology'.
psychological,オリエント,This example illustrates how to use the word 'psychological'.
psychologically,	オリエンテッド,This example illustrates how to use the word 'psychologically'.
psychologist,	志向,This example illustrates how to use the word 'psychologist'.
psychologists,	オリエンテーション,We found several psychologists.
pursue,	オリエンテーション,This example illustrates how to use the word 'pursue'.
pursued,	配向,I pursued the report.
pursues,	オリエンテッド,We found several pursues.
pursuing,	定位,They are pursuing the results.
pursuit,	方向づける,This example illustrates how to use the word 'pursuit'.
pursuits,	方向,We found several pursuits.
ratio,	方向 転換,This example illustrates how to use the word 'ratio'.
ratios,パースペクティブ,We found several ratios.
reject,	視点,This example illustrates how to use the word 'reject'.
rejected,正確,I rejected the report.
rejecting,	不明確,They are rejecting the results.
rejection,	丁度,This example illustrates how to use the word 'rejection'.
rejects,	精度,We found several rejects.
rejections,盛り,We found several rejections.
revenue,	優位 性,This example illustrates how to use the word 'revenue'.
revenues,心理学,We found several revenues.
stable,	サイコロジカル,This example illustrates how to use the word 'stable'.
instability,	心理 的,This example illustrates how to use the word 'instability'.
stabilisation,	心理学者,This example illustrates how to use the word 'stabilisation'.
stabilise,	心理 学 者,This example illustrates how to use the word 'stabilise'.
stabilised,追う,I stabilised the report.
stabilises,	追求,We found several stabilises.
stabilising,	追求,They are stabilising the results.
stabilization,	追求,This example illustrates how to use the word 'stabilization'.
stabilize,	追求,This example illustrates how to use the word 'stabilize'.
stabilized,	追求,I stabilized the report.
stabilizes,比,We found several stabilizes.
stabilizing,	 比,They are stabilizing the results.
stability,リジェクト,This example illustrates how to use the word 'stability'.
unstable,	拒否,This example illustrates how to use the word 'unstable'.
style,	拒否,This example illustrates how to use the word 'style'.
styled,	拒絶,I styled the report.
styles,	拒否,We found several styles.
styling,	拒否,They are styling the results.
stylish,収入,This example illustrates how to use the word 'stylish'.
stylise,	収益,This example illustrates how to use the word 'stylise'.
stylised,厩,I stylised the report.
stylises,	不安定,We found several stylises.
stylising,	安定 化,They are stylising the results.
stylize,	安定,This example illustrates how to use the word 'stylize'.
stylized,	安定 化,I stylized the report.
stylizes,	安定 化,We found several stylizes.
stylizing,	安定 化,They are stylizing the results.
substitute,	安定化,This example illustrates how to use the word 'substitute'.
substituted,	安定,I substituted the report.
substitutes,	安定 化,We found several substitutes.
substituting,	安定,They are substituting the results.
substitution,	安定 化,This example illustrates how to use the word 'substitution'.
sustain,	安定性,It's difficult to sustain that level of performance.
sustainable,	不安定,This example illustrates how to use the word 'sustainable'.
sustainability,スタイル,This example illustrates how to use the word 'sustainability'.
sustained,	スタイル,I sustained the report.
sustaining,	スタイル,They are sustaining the results.
sustains,	スタイリング,We found several sustains.
sustenance,	格好いい,This example illustrates how to use the word 'sustenance'.
unsustainable,	スタイライズ,This example illustrates how to use the word 'unsustainable'.
symbol,	スタイライズド,This example illustrates how to use the word 'symbol'.
symbolic,	定型 化 された,This example illustrates how to use the word 'symbolic'.
symbolically,	スタイリッシング,This example illustrates how to use the word 'symbolically'.
symbolise,	スタイライズ,This example illustrates how to use the word 'symbolise'.
symbolises,	定型 化 された,We found several symbolises.
symbolised,	スタイライズ,I symbolised the report.
symbolising,	スタイライズ,They are symbolising the results.
symbolism,代える,This example illustrates how to use the word 'symbolism'.
symbolize,	置換,This example illustrates how to use the word 'symbolize'.
symbolized,	代替,I symbolized the report.
symbolizes,	代入,We found several symbolizes.
symbolizing,	代入,They are symbolizing the results.
symbols,サスティン,We found several symbols.
target,	持続可能,This example illustrates how to use the word 'target'.
targeted,	サステナビリティ,I targeted the report.
targeting,	持続,They are targeting the results.
targets,	維持,We found several targets.
transit,	支える,This example illustrates how to use the word 'transit'.
transited,	糧,I transited the report.
transiting,	持続,They are transiting the results.
transition,記号,This example illustrates how to use the word 'transition'.
transitional,	シンボリック,This example illustrates how to use the word 'transitional'.
transitions,	象徴,We found several transitions.
transitory,	象徴,This example illustrates how to use the word 'transitory'.
transits,	象徴,We found several transits.
trend,	象徴,This example illustrates how to use the word 'trend'.
trends,	象徴,We found several trends.
version,	象徴主義,This example illustrates how to use the word 'version'.
versions,	象徴,We found several versions.
welfare,	象徴,This example illustrates how to use the word 'welfare'.
whereas,	象徴,We found several whereas.
Sublist 6 of the Academic Word List,	象徴,This example illustrates how to use the word 'Sublist 6 of the Academic Word List'.
abstract,	シンボル,This example illustrates how to use the word 'abstract'.
abstraction,ターゲット,This example illustrates how to use the word 'abstraction'.
abstractions,	ターゲット,We found several abstractions.
abstractly,	ターゲット,This example illustrates how to use the word 'abstractly'.
abstracts,	ターゲット,We found several abstracts.
accurate,トランシット,This example illustrates how to use the word 'accurate'.
accuracy,	トランジット,This example illustrates how to use the word 'accuracy'.
accurately,	通過,This example illustrates how to use the word 'accurately'.
inaccuracy,	遷移,This example illustrates how to use the word 'inaccuracy'.
inaccuracies,	過渡期の,We found several inaccuracies.
inaccurate,	遷移,This example illustrates how to use the word 'inaccurate'.
acknowledge,	はかない,This example illustrates how to use the word 'acknowledge'.
acknowledged,	通過,I acknowledged the report.
acknowledges,トレンド,We found several acknowledges.
acknowledging,	動向,They are acknowledging the results.
acknowledgement,バージョン,This example illustrates how to use the word 'acknowledgement'.
acknowledgemens,	バージョン,We found several acknowledgemens.
aggregate,福祉,This example illustrates how to use the word 'aggregate'.
aggregated,一方,I aggregated the report.
aggregates,,We found several aggregates.
aggregating,,They are aggregating the results.
aggregation,,This example illustrates how to use the word 'aggregation'.
allocate,,This example illustrates how to use the word 'allocate'.
allocated,,I allocated the report.
allocates,アカデミックワードリストのサブリスト6,We found several allocates.
allocating,,They are allocating the results.
allocation,,This example illustrates how to use the word 'allocation'.
allocations,要約,We found several allocations.
assign,	アブストラクション,This example illustrates how to use the word 'assign'.
assigned,	抽象 化,I assigned the report.
assigning,	抽象的,They are assigning the results.
assignment,	抄録,This example illustrates how to use the word 'assignment'.
assignments,正確,We found several assignments.
assigns,	精度,We found several assigns.
reassign,	きちんと,This example illustrates how to use the word 'reassign'.
reassigned,	不正確,I reassigned the report.
reassigning,	誤り,They are reassigning the results.
reassigns,	不明確,We found several reassigns.
unassigned,承認する,I unassigned the report.
attach,	認めた,This example illustrates how to use the word 'attach'.
attached,	認める,I attached the report.
attaches,	認め,We found several attaches.
attaching,	承認,They are attaching the results.
attachment,	謝辞,This example illustrates how to use the word 'attachment'.
attachments,骨材,We found several attachments.
unattached,	集計,I unattached the report.
author,	集計,She is an author.
authored,	集約,I authored the report.
authoring,	集合体,They are authoring the results.
authors,割り当てる,We found several authors.
authorship,	割り当て られた,This example illustrates how to use the word 'authorship'.
bond,	割り当てます,This example illustrates how to use the word 'bond'.
bonded,	割り当てる,I bonded the report.
bonding,	割り当て,They are bonding the results.
bonds,	手当,We found several bonds.
brief,割り当てる,This example illustrates how to use the word 'brief'.
brevity,	割り当て られた,This example illustrates how to use the word 'brevity'.
briefed,	割り当てる,I briefed the report.
briefing,	割り当て,They are briefing the results.
briefly,	割り当て,This example illustrates how to use the word 'briefly'.
briefs,	割り当てます,We found several briefs.
capable,	割り当て,This example illustrates how to use the word 'capable'.
capabilities,	割り当て,We found several capabilities.
capability,	割り当て,This example illustrates how to use the word 'capability'.
incapable,	再,This example illustrates how to use the word 'incapable'.
cite,	未割り当て,This example illustrates how to use the word 'cite'.
citation,添付する,This example illustrates how to use the word 'citation'.
citations,	付属,We found several citations.
cited,	ファスナー,I cited the report.
citing,	アタッチ,They are citing the results.
cites,	愛着,We found several cites.
cooperate,	添付 ファイル,This example illustrates how to use the word 'cooperate'.
cooperated,	未接続,I cooperated the report.
cooperates,著者,We found several cooperates.
cooperating,	作成,They are cooperating the results.
cooperation,	オーサリング,This example illustrates how to use the word 'cooperation'.
cooperative,	著者,This example illustrates how to use the word 'cooperative'.
cooperatively,	原作 者,This example illustrates how to use the word 'cooperatively'.
co-operate,債券,This example illustrates how to use the word 'co-operate'.
co operated,	結合,I co operated the report.
co operates,	ボンディング,We found several co operates.
co operation,	絆,This example illustrates how to use the word 'co operation'.
co operative,短,This example illustrates how to use the word 'co operative'.
co operatively,	簡潔,This example illustrates how to use the word 'co operatively'.
discriminate,	ブリーフィング,This example illustrates how to use the word 'discriminate'.
discriminated,	ブリーフィング,I discriminated the report.
discriminates,	一通り,We found several discriminates.
discriminating,	ブリーフ,They are discriminating the results.
discrimination,有能,This example illustrates how to use the word 'discrimination'.
display,	資格,This example illustrates how to use the word 'display'.
displayed,	力,I displayed the report.
displaying,	できない,They are displaying the results.
displays,引用,We found several displays.
diverse,	引用,This example illustrates how to use the word 'diverse'.
diversely,	引用,This example illustrates how to use the word 'diversely'.
diversification,	引用,This example illustrates how to use the word 'diversification'.
diversified,	引用,I diversified the report.
diversifies,	引用,We found several diversifies.
diversify,協力する,This example illustrates how to use the word 'diversify'.
diversifying,	協力,They are diversifying the results.
diversity,	協力,This example illustrates how to use the word 'diversity'.
domain,	協力,This example illustrates how to use the word 'domain'.
domains,	協力,We found several domains.
edit,	協同組合,This example illustrates how to use the word 'edit'.
edited,	協調,I edited the report.
editing,	協力する,They are editing the results.
edition,	協力,This example illustrates how to use the word 'edition'.
editions,	協力,We found several editions.
editor,	協力,She is an editor.
editorial,	協同組合,This example illustrates how to use the word 'editorial'.
editorials,	協調,We found several editorials.
editors,差別する,We found several editors.
edits,	差別,We found several edits.
enhance,	差別,This example illustrates how to use the word 'enhance'.
enhanced,	識別,I enhanced the report.
enhancement,	差別,This example illustrates how to use the word 'enhancement'.
enhances,陳列,We found several enhances.
enhancing,	表示,They are enhancing the results.
estate,	表示,This example illustrates how to use the word 'estate'.
estates,	表示,We found several estates.
exceed,多様,I exceed the report.
exceeded,	多様に,I exceeded the report.
exceeding,	万状,They are exceeding the results.
exceeds,	多様 化,We found several exceeds.
expert,	多様 化,This example illustrates how to use the word 'expert'.
expertise,	多様化する,This example illustrates how to use the word 'expertise'.
expertly,	多様 化,This example illustrates how to use the word 'expertly'.
experts,	多様性,We found several experts.
explicit,ドメイン,This example illustrates how to use the word 'explicit'.
explicitly,	ドメイン,This example illustrates how to use the word 'explicitly'.
federal,編集,This example illustrates how to use the word 'federal'.
federation,	編集,This example illustrates how to use the word 'federation'.
federations,	編集,We found several federations.
fee,	版,This example illustrates how to use the word 'fee'.
fees,	エディション,We found several fees.
flexible,	編集者,This example illustrates how to use the word 'flexible'.
flexibility,	社説,This example illustrates how to use the word 'flexibility'.
inflexible,	社説,This example illustrates how to use the word 'inflexible'.
inflexibility,	エディター,This example illustrates how to use the word 'inflexibility'.
furthermore,	編集,This example illustrates how to use the word 'furthermore'.
gender,強化,She is an gender.
genders,	強化,We found several genders.
ignorant,	エンハンスメント,This example illustrates how to use the word 'ignorant'.
ignorance,	強化,This example illustrates how to use the word 'ignorance'.
ignore,	強化,This example illustrates how to use the word 'ignore'.
ignored,エステート,I ignored the report.
ignores,	団地,We found several ignores.
ignoring,越える,They are ignoring the results.
incentive,	超過,This example illustrates how to use the word 'incentive'.
incentives,	超える,We found several incentives.
incidence,	超える,This example illustrates how to use the word 'incidence'.
incident,達人,This example illustrates how to use the word 'incident'.
incidentally,	ノウハウ,This example illustrates how to use the word 'incidentally'.
incidents,	巧妙,We found several incidents.
incorporate,	専門家,This example illustrates how to use the word 'incorporate'.
incorporated,暁,I incorporated the report.
incorporates,	明示的,We found several incorporates.
incorporating,フェデラル,They are incorporating the results.
incorporation,	フェデレーション,This example illustrates how to use the word 'incorporation'.
index,	連合,This example illustrates how to use the word 'index'.
indexed,料金,I indexed the report.
indexes,	手数料,We found several indexes.
indexing,フレキシブル,They are indexing the results.
inhibit,	柔軟性,This example illustrates how to use the word 'inhibit'.
inhibited,	柔軟性,I inhibited the report.
inhibiting,	不撓不屈,They are inhibiting the results.
inhibition,その上,This example illustrates how to use the word 'inhibition'.
inhibitions,ジェンダー,We found several inhibitions.
inhibits,	性別,We found several inhibits.
initiate,うとい,They plan to initiate a new project next month.
initiated,	無知,I initiated the report.
initiates,	不問に付す,We found several initiates.
initiating,	無視,They are initiating the results.
initiation,	無視,This example illustrates how to use the word 'initiation'.
initiations,	無視,We found several initiations.
initiative,動機,This example illustrates how to use the word 'initiative'.
initiatives,	誘因,We found several initiatives.
initiator,発生,She is an initiator.
initiators,	事件,We found several initiators.
input,	因みに,This example illustrates how to use the word 'input'.
inputs,	事件,We found several inputs.
instruct,盛り込む,This example illustrates how to use the word 'instruct'.
instruction,	組み込ま れて,This example illustrates how to use the word 'instruction'.
instructed,	組み込む,I instructed the report.
instructing,	組み込む,They are instructing the results.
instructions,	設立,We found several instructions.
instructive,インデックス,This example illustrates how to use the word 'instructive'.
instructor,	インデックス 付き,She is an instructor.
instructors,	索引,We found several instructors.
instructs,	インデキシング,We found several instructs.
intelligent,抑止,This example illustrates how to use the word 'intelligent'.
intelligence,	阻害,This example illustrates how to use the word 'intelligence'.
intelligently,	抑制,This example illustrates how to use the word 'intelligently'.
unintelligent,	制止,This example illustrates how to use the word 'unintelligent'.
interval,	抑制,This example illustrates how to use the word 'interval'.
intervals,	抑制,We found several intervals.
lecture,始める,This example illustrates how to use the word 'lecture'.
lectured,	開始,I lectured the report.
lecturer,	開始,She is an lecturer.
lecturers,	開始,We found several lecturers.
lectures,	イニシエーション,We found several lectures.
lecturing,	イニシエーション,They are lecturing the results.
migrate,	イニシアチブ,This example illustrates how to use the word 'migrate'.
migrant,	取り組み,This example illustrates how to use the word 'migrant'.
migrants,	イニシエータ,We found several migrants.
migrated,	イニシエーター,I migrated the report.
migrates,インプット,We found several migrates.
migrating,	入力,They are migrating the results.
migration,教える,This example illustrates how to use the word 'migration'.
migrations,	命令,We found several migrations.
migratory,	指示,This example illustrates how to use the word 'migratory'.
minimum,	指示,This example illustrates how to use the word 'minimum'.
ministry,	指示,This example illustrates how to use the word 'ministry'.
ministered,	教育的な,I ministered the report.
ministering,	インストラクター,They are ministering the results.
ministerial,	インストラクター,This example illustrates how to use the word 'ministerial'.
ministries,	指示,We found several ministries.
motive,賢い,This example illustrates how to use the word 'motive'.
motivate,	知性,This example illustrates how to use the word 'motivate'.
motivated,	インテリジェント,I motivated the report.
motivates,	知能がない,We found several motivates.
motivating,間,They are motivating the results.
motivation,	間隔,This example illustrates how to use the word 'motivation'.
motivations,講義,We found several motivations.
motives,	講義,We found several motives.
unmotivated,	講師,I unmotivated the report.
neutral,	講師,This example illustrates how to use the word 'neutral'.
neutralisation,	講義,This example illustrates how to use the word 'neutralisation'.
neutralise,	講義,This example illustrates how to use the word 'neutralise'.
neutralised,マイグレート,I neutralised the report.
neutralises,	渡り鳥,We found several neutralises.
neutralising,	移民,They are neutralising the results.
neutrality,	移行,This example illustrates how to use the word 'neutrality'.
neutralization,	移行,This example illustrates how to use the word 'neutralization'.
neutralize,	移行,This example illustrates how to use the word 'neutralize'.
neutralized,	移動,I neutralized the report.
neutralizes,	移行,We found several neutralizes.
neutralizing,	渡り鳥,They are neutralizing the results.
nevertheless,最低限,This example illustrates how to use the word 'nevertheless'.
overseas,省,We found several overseas.
precede,	ミニスター,This example illustrates how to use the word 'precede'.
preceded,	世話,I preceded the report.
precedence,	閣僚,This example illustrates how to use the word 'precedence'.
precedent,	省庁,This example illustrates how to use the word 'precedent'.
precedes,動機,We found several precedes.
preceding,	 動機を与える,They are preceding the results.
unprecedented,	動機,I unprecedented the report.
presume,	動機,This example illustrates how to use the word 'presume'.
presumably,	やる気,This example illustrates how to use the word 'presumably'.
presumed,	モチベーション,I presumed the report.
presumes,	動機,We found several presumes.
presuming,	動機,They are presuming the results.
presumption,	やる気,This example illustrates how to use the word 'presumption'.
presumptions,ニュートラル,We found several presumptions.
presumptuous,	中和,We found several presumptuous.
rational,	中和,This example illustrates how to use the word 'rational'.
irrational,	中和,This example illustrates how to use the word 'irrational'.
rationalisation,	中和,This example illustrates how to use the word 'rationalisation'.
rationalisations,	中和,We found several rationalisations.
rationalise,	中立,This example illustrates how to use the word 'rationalise'.
rationalised,	中和,I rationalised the report.
rationalises,	中和する,We found several rationalises.
rationalising,	中和,They are rationalising the results.
rationalism,	中和,This example illustrates how to use the word 'rationalism'.
rationality,	中和,This example illustrates how to use the word 'rationality'.
rationalization,其れでも,This example illustrates how to use the word 'rationalization'.
rationalizations,海外,We found several rationalizations.
rationalize,先んじる,This example illustrates how to use the word 'rationalize'.
rationalized,	先行,I rationalized the report.
rationalizes,	順位,We found several rationalizes.
rationally,	判例,This example illustrates how to use the word 'rationally'.
recover,	前,She is an recover.
recoverable,	先行,This example illustrates how to use the word 'recoverable'.
recovered,	空前,I recovered the report.
recovering,察する,They are recovering the results.
recovers,	おそらく,We found several recovers.
recovery,	推定,This example illustrates how to use the word 'recovery'.
reveal,	前提,This example illustrates how to use the word 'reveal'.
revealed,	推定,I revealed the report.
revealing,	推定,They are revealing the results.
reveals,	推定,We found several reveals.
revelation,	烏滸がましい,This example illustrates how to use the word 'revelation'.
revelations,合理的,We found several revelations.
scope,	不合理,This example illustrates how to use the word 'scope'.
subsidy,	合理化,This example illustrates how to use the word 'subsidy'.
subsidiary,	合理化,This example illustrates how to use the word 'subsidiary'.
subsidies,	合理化,We found several subsidies.
subsidise,	合理化,This example illustrates how to use the word 'subsidise'.
subsidised,	合理化,I subsidised the report.
subsidises,	合理化,We found several subsidises.
subsidising,	合理主義,They are subsidising the results.
subsidize,	合理性,This example illustrates how to use the word 'subsidize'.
subsidized,	合理化,I subsidized the report.
subsidizes,	合理化,We found several subsidizes.
subsidizing,	合理化,They are subsidizing the results.
tape,	合理化,This example illustrates how to use the word 'tape'.
taped,	合理化,I taped the report.
tapes,	合理的,We found several tapes.
taping,回復する,They are taping the results.
trace,	回復,This example illustrates how to use the word 'trace'.
traceable,	回復,This example illustrates how to use the word 'traceable'.
traced,	回復,I traced the report.
traces,	回復,We found several traces.
tracing,	回復,They are tracing the results.
transform,明かす,This example illustrates how to use the word 'transform'.
transformation,	明らか,This example illustrates how to use the word 'transformation'.
transformations,	明らか,We found several transformations.
transformed,	明らか,I transformed the report.
transforming,	暴露,They are transforming the results.
transforms,	啓示,We found several transforms.
