English,Japanese,context
challengers,	交番,We found several challengers.
challenges,	変更,We found several challenges.
challenging,	不変,They are challenging the results.
clause,	無修正,Clause is used frequently in academic and everyday English.
clauses,改める,We found several clauses.
compound,	改正,Compound is used frequently in academic and everyday English.
compounded,	改正,I compounded the report.
compounding,	改正,They are compounding the results.
compounds,	改正,We found several compounds.
conflict,	補償,Conflict is used frequently in academic and everyday English.
conflicted,認識,I conflicted the report.
conflicting,	意識,They are conflicting the results.
conflicts,	知らない,We found several conflicts.
consult,能力,Consult is used frequently in academic and everyday English.
consultancy,	容量,Consultancy is used frequently in academic and everyday English.
consultant,	無力化,Consultant is used frequently in academic and everyday English.
consultants,	無力,We found several consultants.
consultation,挑戦,Consultation is used frequently in academic and everyday English.
consultations,	挑戦,We found several consultations.
consultative,	挑戦者,Consultative is used frequently in academic and everyday English.
consulted,	挑戦,I consulted the report.
consults,	課題,We found several consults.
consulting,	挑戦,They are consulting the results.
contact,条項,Contact is used frequently in academic and everyday English.
contactable,	句,Contactable is used frequently in academic and everyday English.
contacted,化合物,I contacted the report.
contacting,	配合,They are contacting the results.
contacts,	配合,We found several contacts.
decline,	化合 物,Decline is used frequently in academic and everyday English.
declined,葛藤,I declined the report.
declines,	競合,We found several declines.
declining,	競合,They are declining the results.
discrete,	競合,Discrete is used frequently in academic and everyday English.
discretely,相談,Discretely is used frequently in academic and everyday English.
discretion,	コンサルティング,Discretion is used frequently in academic and everyday English.
discretionary,	コンサルタント,Discretionary is used frequently in academic and everyday English.
indiscrete,	コンサルタント,Indiscrete is used frequently in academic and everyday English.
indiscretion,	相談,Indiscretion is used frequently in academic and everyday English.
draft,	相談,Draft is used frequently in academic and everyday English.
drafted,	協議,I drafted the report.
drafting,	相談,They are drafting the results.
drafts,	相談,We found several drafts.
redraft,	コンサルティング,Redraft is used frequently in academic and everyday English.
redrafted,接触,I redrafted the report.
redrafting,	接触可能,They are redrafting the results.
redrafts,	連絡,We found several redrafts.
enable,	連絡,Enable is used frequently in academic and everyday English.
enabled,	連絡先,I enabled the report.
enables,断る,We found several enables.
enabling,	減少,They are enabling the results.
energy,	低下,Energy is used frequently in academic and everyday English.
energetic,	下火,Energetic is used frequently in academic and everyday English.
energetically,離散的,Energetically is used frequently in academic and everyday English.
energies,	離散,We found several energies.
enforce,	裁量,Enforce is used frequently in academic and everyday English.
enforced,	随意,I enforced the report.
enforcement,	詮索,Enforcement is used frequently in academic and everyday English.
enforces,	不心得,We found several enforces.
enforcing,ドラフト,They are enforcing the results.
entity,	起草,Entity is used frequently in academic and everyday English.
entities,	起案,We found several entities.
equivalent,	下書き,Equivalent is used frequently in academic and everyday English.
equivalence,	再投稿,Equivalence is used frequently in academic and everyday English.
evolve,	再ドラフト,Evolve is used frequently in academic and everyday English.
evolution,	リドラフト,Evolution is used frequently in academic and everyday English.
evolved,	再ドラフト,I evolved the report.
evolving,エネーブル,They are evolving the results.
evolves,	有効,We found several evolves.
evolutionary,	可能,Evolutionary is used frequently in academic and everyday English.
evolutionist,	有効にする,Evolutionist is used frequently in academic and everyday English.
evolutionists,エネルギー,We found several evolutionists.
expand,	エネルギッシュ,Expand is used frequently in academic and everyday English.
expanded,	奮って,I expanded the report.
expanding,	エネルギー,They are expanding the results.
expands,適用,We found several expands.
expansion,	適用,Expansion is used frequently in academic and everyday English.
expansionism,	実施,Expansionism is used frequently in academic and everyday English.
expansive,	強制,Expansive is used frequently in academic and everyday English.
expose,	強制,Expose is used frequently in academic and everyday English.
exposed,実体,I exposed the report.
exposes,	エンティティ,We found several exposes.
exposing,同等,They are exposing the results.
exposure,	等価,Exposure is used frequently in academic and everyday English.
exposures,進化,We found several exposures.
external,	進化,External is used frequently in academic and everyday English.
externalisation,	進化,Externalisation is used frequently in academic and everyday English.
externalise,	進化,Externalise is used frequently in academic and everyday English.
externalised,	進化,I externalised the report.
externalises,	進化,We found several externalises.
externalising,	進化論者,They are externalising the results.
externality,	進化 論,Externality is used frequently in academic and everyday English.
externalization,膨らむ,Externalization is used frequently in academic and everyday English.
externalize,	拡大,Externalize is used frequently in academic and everyday English.
externalized,	拡大,I externalized the report.
externalizes,	拡大 	,We found several externalizes.
externalizing,	拡張,They are externalizing the results.
externally,	拡張,Externally is used frequently in academic and everyday English.
facilitate,	濊,Facilitate is used frequently in academic and everyday English.
facilitated,晒す,I facilitated the report.
facilitates,	露,We found several facilitates.
facilities,	公開,We found several facilities.
facilitating,	摘発,They are facilitating the results.
facilitation,	接触,Facilitation is used frequently in academic and everyday English.
facilitator,	エクスポー ジャー,She is an facilitator.
facilitators,外,We found several facilitators.
facility,	外部化,Facility is used frequently in academic and everyday English.
fundamental,	アウトソーシング,Fundamental is used frequently in academic and everyday English.
fundamentally,	外部化,Fundamentally is used frequently in academic and everyday English.
generate,	アウトソーシング,This machine can generate electricity.
generated,	外部化,I generated the report.
generates,	外部性,We found several generates.
generating,	外部,They are generating the results.
generation,	外部,Generation is used frequently in academic and everyday English.
generations,	外部化,We found several generations.
image,	外部化,Image is used frequently in academic and everyday English.
imagery,	外部,Imagery is used frequently in academic and everyday English.
images,	外部,We found several images.
liberal,容易,Liberal is used frequently in academic and everyday English.
liberalise,	促進,Liberalise is used frequently in academic and everyday English.
liberalism,	容易,Liberalism is used frequently in academic and everyday English.
liberalisation,	設備,Liberalisation is used frequently in academic and everyday English.
liberalised,	促進,I liberalised the report.
liberalises,	促進,We found several liberalises.
liberalising,	ファシリテーター,They are liberalising the results.
liberalization,	ファシリテーター,Liberalization is used frequently in academic and everyday English.
liberalize,	施設,Liberalize is used frequently in academic and everyday English.
liberalized,基本,I liberalized the report.
liberalizes,	基本的,We found several liberalizes.
liberalizing,生成する,They are liberalizing the results.
liberate,	生成,Liberate is used frequently in academic and everyday English.
liberated,	生成,I liberated the report.
liberates,	生成,We found several liberates.
liberation,世,Liberation is used frequently in academic and everyday English.
liberations,	世代,We found several liberations.
liberating,画像,They are liberating the results.
liberator,	画像,She is an liberator.
liberators,	画像,We found several liberators.
liberally,リベラル,Liberally is used frequently in academic and everyday English.
liberals,	自由化,We found several liberals.
licence,	自由主義,Licence is used frequently in academic and everyday English.
licences,	自由化,We found several licences.
license,	自由化,License is used frequently in academic and everyday English.
licensed,	自由化,I licensed the report.
licensing,	自由化,They are licensing the results.
licenses,	自由化,We found several licenses.
unlicensed,	自由化,I unlicensed the report.
logic,	自由化,Logic is used frequently in academic and everyday English.
illogical,	自由化,Illogical is used frequently in academic and everyday English.
illogically,	自由化,Illogically is used frequently in academic and everyday English.
logical,	解き放す,Logical is used frequently in academic and everyday English.
logically,	解放,Logically is used frequently in academic and everyday English.
logician,	解放,Logician is used frequently in academic and everyday English.
logicians,	解放,We found several logicians.
margin,	解放,Margin is used frequently in academic and everyday English.
marginal,	解放,Marginal is used frequently in academic and everyday English.
marginally,	リベレーター,Marginally is used frequently in academic and everyday English.
margins,	解放,We found several margins.
medical,	自由,Medical is used frequently in academic and everyday English.
medically,	自由主義 者,Medically is used frequently in academic and everyday English.
mental,ライセンス,Mental is used frequently in academic and everyday English.
mentality,	ライセンス,Mentality is used frequently in academic and everyday English.
mentally,	ライセンス,Mentally is used frequently in academic and everyday English.
modify,	ライセンス,We need to modify the plan slightly.
modification,	ライセンス,Modification is used frequently in academic and everyday English.
modifications,	ライセンス,We found several modifications.
modified,	無免許の,I modified the report.
modifies,論理,We found several modifies.
modifying,	支離滅裂な,They are modifying the results.
unmodified,	非論理的,I unmodified the report.
monitor,	合理的,She is an monitor.
monitored,	元来,I monitored the report.
monitoring,	論理学者,They are monitoring the results.
monitors,	論理学者,We found several monitors.
unmonitored,余地,I unmonitored the report.
network,	限界,Network is used frequently in academic and everyday English.
networked,	わずか,I networked the report.
networking,	余白,They are networking the results.
networks,メディカル,We found several networks.
notion,	医学,Notion is used frequently in academic and everyday English.
notions,精神,We found several notions.
objective,	メンタリティー,Objective is used frequently in academic and everyday English.
objectively,	精神的に,Objectively is used frequently in academic and everyday English.
objectivity,修飾する,Objectivity is used frequently in academic and everyday English.
orient,	修正,Orient is used frequently in academic and everyday English.
orientate,	変遷,Orientate is used frequently in academic and everyday English.
orientated,	変更,I orientated the report.
orientates,	変更,We found several orientates.
orientation,	変更,Orientation is used frequently in academic and everyday English.
orientating,	未変更,They are orientating the results.
oriented,モニター,I oriented the report.
orienting,	監視,They are orienting the results.
orients,	モニタリング,We found several orients.
reorient,	モニター,Reorient is used frequently in academic and everyday English.
reorientation,	監視対象外,Reorientation is used frequently in academic and everyday English.
perspective,ネットワーク,"From her perspective, the decision was unfair."
perspectives,	ネットワーク,We found several perspectives.
precise,	ネットワーキング,Precise is used frequently in academic and everyday English.
imprecise,	ネットワーク,Imprecise is used frequently in academic and everyday English.
precisely,概念,Precisely is used frequently in academic and everyday English.
precision,	概念,Precision is used frequently in academic and everyday English.
prime,目的,Prime is used frequently in academic and everyday English.
primacy,	客観的,Primacy is used frequently in academic and everyday English.
psychology,	客観性,Psychology is used frequently in academic and everyday English.
psychological,オリエント,Psychological is used frequently in academic and everyday English.
psychologically,	オリエンテッド,Psychologically is used frequently in academic and everyday English.
psychologist,	志向,Psychologist is used frequently in academic and everyday English.
psychologists,	オリエンテーション,We found several psychologists.
pursue,	オリエンテーション,Pursue is used frequently in academic and everyday English.
pursued,	配向,I pursued the report.
pursues,	オリエンテッド,We found several pursues.
pursuing,	定位,They are pursuing the results.
pursuit,	方向づける,Pursuit is used frequently in academic and everyday English.
pursuits,	方向,We found several pursuits.
ratio,	方向 転換,Ratio is used frequently in academic and everyday English.
ratios,パースペクティブ,We found several ratios.
reject,	視点,Reject is used frequently in academic and everyday English.
rejected,正確,I rejected the report.
rejecting,	不明確,They are rejecting the results.
rejection,	丁度,Rejection is used frequently in academic and everyday English.
rejects,	精度,We found several rejects.
rejections,盛り,We found several rejections.
revenue,	優位 性,Revenue is used frequently in academic and everyday English.
revenues,心理学,We found several revenues.
stable,	サイコロジカル,Stable is used frequently in academic and everyday English.
instability,	心理 的,Instability is used frequently in academic and everyday English.
stabilisation,	心理学者,Stabilisation is used frequently in academic and everyday English.
stabilise,	心理 学 者,Stabilise is used frequently in academic and everyday English.
stabilised,追う,I stabilised the report.
stabilises,	追求,We found several stabilises.
stabilising,	追求,They are stabilising the results.
stabilization,	追求,Stabilization is used frequently in academic and everyday English.
stabilize,	追求,Stabilize is used frequently in academic and everyday English.
stabilized,	追求,I stabilized the report.
stabilizes,比,We found several stabilizes.
stabilizing,	 比,They are stabilizing the results.
stability,リジェクト,Stability is used frequently in academic and everyday English.
unstable,	拒否,Unstable is used frequently in academic and everyday English.
style,	拒否,Style is used frequently in academic and everyday English.
styled,	拒絶,I styled the report.
styles,	拒否,We found several styles.
styling,	拒否,They are styling the results.
stylish,収入,Stylish is used frequently in academic and everyday English.
stylise,	収益,Stylise is used frequently in academic and everyday English.
stylised,厩,I stylised the report.
stylises,	不安定,We found several stylises.
stylising,	安定 化,They are stylising the results.
stylize,	安定,Stylize is used frequently in academic and everyday English.
stylized,	安定 化,I stylized the report.
stylizes,	安定 化,We found several stylizes.
stylizing,	安定 化,They are stylizing the results.
substitute,	安定化,Substitute is used frequently in academic and everyday English.
substituted,	安定,I substituted the report.
substitutes,	安定 化,We found several substitutes.
substituting,	安定,They are substituting the results.
substitution,	安定 化,Substitution is used frequently in academic and everyday English.
sustain,	安定性,It's difficult to sustain that level of performance.
sustainable,	不安定,Sustainable is used frequently in academic and everyday English.
sustainability,スタイル,Sustainability is used frequently in academic and everyday English.
sustained,	スタイル,I sustained the report.
sustaining,	スタイル,They are sustaining the results.
sustains,	スタイリング,We found several sustains.
sustenance,	格好いい,Sustenance is used frequently in academic and everyday English.
unsustainable,	スタイライズ,Unsustainable is used frequently in academic and everyday English.
symbol,	スタイライズド,Symbol is used frequently in academic and everyday English.
symbolic,	定型 化 された,Symbolic is used frequently in academic and everyday English.
symbolically,	スタイリッシング,Symbolically is used frequently in academic and everyday English.
symbolise,	スタイライズ,Symbolise is used frequently in academic and everyday English.
symbolises,	定型 化 された,We found several symbolises.
symbolised,	スタイライズ,I symbolised the report.
symbolising,	スタイライズ,They are symbolising the results.
symbolism,代える,Symbolism is used frequently in academic and everyday English.
symbolize,	置換,Symbolize is used frequently in academic and everyday English.
symbolized,	代替,I symbolized the report.
symbolizes,	代入,We found several symbolizes.
symbolizing,	代入,They are symbolizing the results.
symbols,サスティン,We found several symbols.
target,	持続可能,Target is used frequently in academic and everyday English.
targeted,	サステナビリティ,I targeted the report.
targeting,	持続,They are targeting the results.
targets,	維持,We found several targets.
transit,	支える,Transit is used frequently in academic and everyday English.
transited,	糧,I transited the report.
transiting,	持続,They are transiting the results.
transition,記号,Transition is used frequently in academic and everyday English.
transitional,	シンボリック,Transitional is used frequently in academic and everyday English.
transitions,	象徴,We found several transitions.
transitory,	象徴,Transitory is used frequently in academic and everyday English.
transits,	象徴,We found several transits.
trend,	象徴,Trend is used frequently in academic and everyday English.
trends,	象徴,We found several trends.
version,	象徴主義,Version is used frequently in academic and everyday English.
versions,	象徴,We found several versions.
welfare,	象徴,Welfare is used frequently in academic and everyday English.
whereas,	象徴,We found several whereas.
Sublist 6 of the Academic Word List,	象徴,Sublist 6 of the academic word list is used frequently in academic and everyday English.
abstract,	シンボル,Abstract is used frequently in academic and everyday English.
abstraction,ターゲット,Abstraction is used frequently in academic and everyday English.
abstractions,	ターゲット,We found several abstractions.
abstractly,	ターゲット,Abstractly is used frequently in academic and everyday English.
abstracts,	ターゲット,We found several abstracts.
accurate,トランシット,Accurate is used frequently in academic and everyday English.
accuracy,	トランジット,Accuracy is used frequently in academic and everyday English.
accurately,	通過,Accurately is used frequently in academic and everyday English.
inaccuracy,	遷移,Inaccuracy is used frequently in academic and everyday English.
inaccuracies,	過渡期の,We found several inaccuracies.
inaccurate,	遷移,Inaccurate is used frequently in academic and everyday English.
acknowledge,	はかない,Acknowledge is used frequently in academic and everyday English.
acknowledged,	通過,I acknowledged the report.
acknowledges,トレンド,We found several acknowledges.
acknowledging,	動向,They are acknowledging the results.
acknowledgement,バージョン,Acknowledgement is used frequently in academic and everyday English.
acknowledgemens,	バージョン,We found several acknowledgemens.
aggregate,福祉,Aggregate is used frequently in academic and everyday English.
aggregated,一方,I aggregated the report.
aggregates,,We found several aggregates.
aggregating,,They are aggregating the results.
aggregation,,Aggregation is used frequently in academic and everyday English.
allocate,,Allocate is used frequently in academic and everyday English.
allocated,,I allocated the report.
allocates,アカデミックワードリストのサブリスト6,We found several allocates.
allocating,,They are allocating the results.
allocation,,Allocation is used frequently in academic and everyday English.
allocations,要約,We found several allocations.
assign,	アブストラクション,Assign is used frequently in academic and everyday English.
assigned,	抽象 化,I assigned the report.
assigning,	抽象的,They are assigning the results.
assignment,	抄録,Assignment is used frequently in academic and everyday English.
assignments,正確,We found several assignments.
assigns,	精度,We found several assigns.
reassign,	きちんと,Reassign is used frequently in academic and everyday English.
reassigned,	不正確,I reassigned the report.
reassigning,	誤り,They are reassigning the results.
reassigns,	不明確,We found several reassigns.
unassigned,承認する,I unassigned the report.
attach,	認めた,Attach is used frequently in academic and everyday English.
attached,	認める,I attached the report.
attaches,	認め,We found several attaches.
attaching,	承認,They are attaching the results.
attachment,	謝辞,Attachment is used frequently in academic and everyday English.
attachments,骨材,We found several attachments.
unattached,	集計,I unattached the report.
author,	集計,She is an author.
authored,	集約,I authored the report.
authoring,	集合体,They are authoring the results.
authors,割り当てる,We found several authors.
authorship,	割り当て られた,Authorship is used frequently in academic and everyday English.
bond,	割り当てます,Bond is used frequently in academic and everyday English.
bonded,	割り当てる,I bonded the report.
bonding,	割り当て,They are bonding the results.
bonds,	手当,We found several bonds.
brief,割り当てる,Brief is used frequently in academic and everyday English.
brevity,	割り当て られた,Brevity is used frequently in academic and everyday English.
briefed,	割り当てる,I briefed the report.
briefing,	割り当て,They are briefing the results.
briefly,	割り当て,Briefly is used frequently in academic and everyday English.
briefs,	割り当てます,We found several briefs.
capable,	割り当て,Capable is used frequently in academic and everyday English.
capabilities,	割り当て,We found several capabilities.
capability,	割り当て,Capability is used frequently in academic and everyday English.
incapable,	再,Incapable is used frequently in academic and everyday English.
cite,	未割り当て,Cite is used frequently in academic and everyday English.
citation,添付する,Citation is used frequently in academic and everyday English.
citations,	付属,We found several citations.
cited,	ファスナー,I cited the report.
citing,	アタッチ,They are citing the results.
cites,	愛着,We found several cites.
cooperate,	添付 ファイル,Cooperate is used frequently in academic and everyday English.
cooperated,	未接続,I cooperated the report.
cooperates,著者,We found several cooperates.
cooperating,	作成,They are cooperating the results.
cooperation,	オーサリング,Cooperation is used frequently in academic and everyday English.
cooperative,	著者,Cooperative is used frequently in academic and everyday English.
cooperatively,	原作 者,Cooperatively is used frequently in academic and everyday English.
co-operate,債券,Co-operate is used frequently in academic and everyday English.
co operated,	結合,I co operated the report.
co operates,	ボンディング,We found several co operates.
co operation,	絆,Co operation is used frequently in academic and everyday English.
co operative,短,Co operative is used frequently in academic and everyday English.
co operatively,	簡潔,Co operatively is used frequently in academic and everyday English.
discriminate,	ブリーフィング,Discriminate is used frequently in academic and everyday English.
discriminated,	ブリーフィング,I discriminated the report.
discriminates,	一通り,We found several discriminates.
discriminating,	ブリーフ,They are discriminating the results.
discrimination,有能,Discrimination is used frequently in academic and everyday English.
display,	資格,Display is used frequently in academic and everyday English.
displayed,	力,I displayed the report.
displaying,	できない,They are displaying the results.
displays,引用,We found several displays.
diverse,	引用,Diverse is used frequently in academic and everyday English.
diversely,	引用,Diversely is used frequently in academic and everyday English.
diversification,	引用,Diversification is used frequently in academic and everyday English.
diversified,	引用,I diversified the report.
diversifies,	引用,We found several diversifies.
diversify,協力する,Diversify is used frequently in academic and everyday English.
diversifying,	協力,They are diversifying the results.
diversity,	協力,Diversity is used frequently in academic and everyday English.
domain,	協力,Domain is used frequently in academic and everyday English.
domains,	協力,We found several domains.
edit,	協同組合,Edit is used frequently in academic and everyday English.
edited,	協調,I edited the report.
editing,	協力する,They are editing the results.
edition,	協力,Edition is used frequently in academic and everyday English.
editions,	協力,We found several editions.
editor,	協力,She is an editor.
editorial,	協同組合,Editorial is used frequently in academic and everyday English.
editorials,	協調,We found several editorials.
editors,差別する,We found several editors.
edits,	差別,We found several edits.
enhance,	差別,Enhance is used frequently in academic and everyday English.
enhanced,	識別,I enhanced the report.
enhancement,	差別,Enhancement is used frequently in academic and everyday English.
enhances,陳列,We found several enhances.
enhancing,	表示,They are enhancing the results.
estate,	表示,Estate is used frequently in academic and everyday English.
estates,	表示,We found several estates.
exceed,多様,I exceed the report.
exceeded,	多様に,I exceeded the report.
exceeding,	万状,They are exceeding the results.
exceeds,	多様 化,We found several exceeds.
expert,	多様 化,Expert is used frequently in academic and everyday English.
expertise,	多様化する,Expertise is used frequently in academic and everyday English.
expertly,	多様 化,Expertly is used frequently in academic and everyday English.
experts,	多様性,We found several experts.
explicit,ドメイン,Explicit is used frequently in academic and everyday English.
explicitly,	ドメイン,Explicitly is used frequently in academic and everyday English.
federal,編集,Federal is used frequently in academic and everyday English.
federation,	編集,Federation is used frequently in academic and everyday English.
federations,	編集,We found several federations.
fee,	版,Fee is used frequently in academic and everyday English.
fees,	エディション,We found several fees.
flexible,	編集者,Flexible is used frequently in academic and everyday English.
flexibility,	社説,Flexibility is used frequently in academic and everyday English.
inflexible,	社説,Inflexible is used frequently in academic and everyday English.
inflexibility,	エディター,Inflexibility is used frequently in academic and everyday English.
furthermore,	編集,Furthermore is used frequently in academic and everyday English.
gender,強化,She is an gender.
genders,	強化,We found several genders.
ignorant,	エンハンスメント,Ignorant is used frequently in academic and everyday English.
ignorance,	強化,Ignorance is used frequently in academic and everyday English.
ignore,	強化,Ignore is used frequently in academic and everyday English.
ignored,エステート,I ignored the report.
ignores,	団地,We found several ignores.
ignoring,越える,They are ignoring the results.
incentive,	超過,Incentive is used frequently in academic and everyday English.
incentives,	超える,We found several incentives.
incidence,	超える,Incidence is used frequently in academic and everyday English.
incident,達人,Incident is used frequently in academic and everyday English.
incidentally,	ノウハウ,Incidentally is used frequently in academic and everyday English.
incidents,	巧妙,We found several incidents.
incorporate,	専門家,Incorporate is used frequently in academic and everyday English.
incorporated,暁,I incorporated the report.
incorporates,	明示的,We found several incorporates.
incorporating,フェデラル,They are incorporating the results.
incorporation,	フェデレーション,Incorporation is used frequently in academic and everyday English.
index,	連合,Index is used frequently in academic and everyday English.
indexed,料金,I indexed the report.
indexes,	手数料,We found several indexes.
indexing,フレキシブル,They are indexing the results.
inhibit,	柔軟性,Inhibit is used frequently in academic and everyday English.
inhibited,	柔軟性,I inhibited the report.
inhibiting,	不撓不屈,They are inhibiting the results.
inhibition,その上,Inhibition is used frequently in academic and everyday English.
inhibitions,ジェンダー,We found several inhibitions.
inhibits,	性別,We found several inhibits.
initiate,うとい,They plan to initiate a new project next month.
initiated,	無知,I initiated the report.
initiates,	不問に付す,We found several initiates.
initiating,	無視,They are initiating the results.
initiation,	無視,Initiation is used frequently in academic and everyday English.
initiations,	無視,We found several initiations.
initiative,動機,Initiative is used frequently in academic and everyday English.
initiatives,	誘因,We found several initiatives.
initiator,発生,She is an initiator.
initiators,	事件,We found several initiators.
input,	因みに,Input is used frequently in academic and everyday English.
inputs,	事件,We found several inputs.
instruct,盛り込む,Instruct is used frequently in academic and everyday English.
instruction,	組み込ま れて,Instruction is used frequently in academic and everyday English.
instructed,	組み込む,I instructed the report.
instructing,	組み込む,They are instructing the results.
instructions,	設立,We found several instructions.
instructive,インデックス,Instructive is used frequently in academic and everyday English.
instructor,	インデックス 付き,She is an instructor.
instructors,	索引,We found several instructors.
instructs,	インデキシング,We found several instructs.
intelligent,抑止,Intelligent is used frequently in academic and everyday English.
intelligence,	阻害,Intelligence is used frequently in academic and everyday English.
intelligently,	抑制,Intelligently is used frequently in academic and everyday English.
unintelligent,	制止,Unintelligent is used frequently in academic and everyday English.
interval,	抑制,Interval is used frequently in academic and everyday English.
intervals,	抑制,We found several intervals.
lecture,始める,Lecture is used frequently in academic and everyday English.
lectured,	開始,I lectured the report.
lecturer,	開始,She is an lecturer.
lecturers,	開始,We found several lecturers.
lectures,	イニシエーション,We found several lectures.
lecturing,	イニシエーション,They are lecturing the results.
migrate,	イニシアチブ,Migrate is used frequently in academic and everyday English.
migrant,	取り組み,Migrant is used frequently in academic and everyday English.
migrants,	イニシエータ,We found several migrants.
migrated,	イニシエーター,I migrated the report.
migrates,インプット,We found several migrates.
migrating,	入力,They are migrating the results.
migration,教える,Migration is used frequently in academic and everyday English.
migrations,	命令,We found several migrations.
migratory,	指示,Migratory is used frequently in academic and everyday English.
minimum,	指示,Minimum is used frequently in academic and everyday English.
ministry,	指示,Ministry is used frequently in academic and everyday English.
ministered,	教育的な,I ministered the report.
ministering,	インストラクター,They are ministering the results.
ministerial,	インストラクター,Ministerial is used frequently in academic and everyday English.
ministries,	指示,We found several ministries.
motive,賢い,Motive is used frequently in academic and everyday English.
motivate,	知性,Motivate is used frequently in academic and everyday English.
motivated,	インテリジェント,I motivated the report.
motivates,	知能がない,We found several motivates.
motivating,間,They are motivating the results.
motivation,	間隔,Motivation is used frequently in academic and everyday English.
motivations,講義,We found several motivations.
motives,	講義,We found several motives.
unmotivated,	講師,I unmotivated the report.
neutral,	講師,Neutral is used frequently in academic and everyday English.
neutralisation,	講義,Neutralisation is used frequently in academic and everyday English.
neutralise,	講義,Neutralise is used frequently in academic and everyday English.
neutralised,マイグレート,I neutralised the report.
neutralises,	渡り鳥,We found several neutralises.
neutralising,	移民,They are neutralising the results.
neutrality,	移行,Neutrality is used frequently in academic and everyday English.
neutralization,	移行,Neutralization is used frequently in academic and everyday English.
neutralize,	移行,Neutralize is used frequently in academic and everyday English.
neutralized,	移動,I neutralized the report.
neutralizes,	移行,We found several neutralizes.
neutralizing,	渡り鳥,They are neutralizing the results.
nevertheless,最低限,Nevertheless is used frequently in academic and everyday English.
overseas,省,We found several overseas.
precede,	ミニスター,Precede is used frequently in academic and everyday English.
preceded,	世話,I preceded the report.
precedence,	閣僚,Precedence is used frequently in academic and everyday English.
precedent,	省庁,Precedent is used frequently in academic and everyday English.
precedes,動機,We found several precedes.
preceding,	 動機を与える,They are preceding the results.
unprecedented,	動機,I unprecedented the report.
presume,	動機,Presume is used frequently in academic and everyday English.
presumably,	やる気,Presumably is used frequently in academic and everyday English.
presumed,	モチベーション,I presumed the report.
presumes,	動機,We found several presumes.
presuming,	動機,They are presuming the results.
presumption,	やる気,Presumption is used frequently in academic and everyday English.
presumptions,ニュートラル,We found several presumptions.
presumptuous,	中和,We found several presumptuous.
rational,	中和,Rational is used frequently in academic and everyday English.
irrational,	中和,Irrational is used frequently in academic and everyday English.
rationalisation,	中和,Rationalisation is used frequently in academic and everyday English.
rationalisations,	中和,We found several rationalisations.
rationalise,	中立,Rationalise is used frequently in academic and everyday English.
rationalised,	中和,I rationalised the report.
rationalises,	中和する,We found several rationalises.
rationalising,	中和,They are rationalising the results.
rationalism,	中和,Rationalism is used frequently in academic and everyday English.
rationality,	中和,Rationality is used frequently in academic and everyday English.
rationalization,其れでも,Rationalization is used frequently in academic and everyday English.
rationalizations,海外,We found several rationalizations.
rationalize,先んじる,Rationalize is used frequently in academic and everyday English.
rationalized,	先行,I rationalized the report.
rationalizes,	順位,We found several rationalizes.
rationally,	判例,Rationally is used frequently in academic and everyday English.
recover,	前,She is an recover.
recoverable,	先行,Recoverable is used frequently in academic and everyday English.
recovered,	空前,I recovered the report.
recovering,察する,They are recovering the results.
recovers,	おそらく,We found several recovers.
recovery,	推定,Recovery is used frequently in academic and everyday English.
reveal,	前提,Reveal is used frequently in academic and everyday English.
revealed,	推定,I revealed the report.
revealing,	推定,They are revealing the results.
reveals,	推定,We found several reveals.
revelation,	烏滸がましい,Revelation is used frequently in academic and everyday English.
revelations,合理的,We found several revelations.
scope,	不合理,Scope is used frequently in academic and everyday English.
subsidy,	合理化,Subsidy is used frequently in academic and everyday English.
subsidiary,	合理化,Subsidiary is used frequently in academic and everyday English.
subsidies,	合理化,We found several subsidies.
subsidise,	合理化,Subsidise is used frequently in academic and everyday English.
subsidised,	合理化,I subsidised the report.
subsidises,	合理化,We found several subsidises.
subsidising,	合理主義,They are subsidising the results.
subsidize,	合理性,Subsidize is used frequently in academic and everyday English.
subsidized,	合理化,I subsidized the report.
subsidizes,	合理化,We found several subsidizes.
subsidizing,	合理化,They are subsidizing the results.
tape,	合理化,Tape is used frequently in academic and everyday English.
taped,	合理化,I taped the report.
tapes,	合理的,We found several tapes.
taping,回復する,They are taping the results.
trace,	回復,Trace is used frequently in academic and everyday English.
traceable,	回復,Traceable is used frequently in academic and everyday English.
traced,	回復,I traced the report.
traces,	回復,We found several traces.
tracing,	回復,They are tracing the results.
transform,明かす,The area has transformed into a busy shopping district.
transformation,	明らか,Transformation is used frequently in academic and everyday English.
transformations,	明らか,We found several transformations.
transformed,	明らか,I transformed the report.
transforming,	暴露,They are transforming the results.
transforms,	啓示,We found several transforms.
transport,スコープ,Transport is used frequently in academic and everyday English.
transportation,下付金,Transportation is used frequently in academic and everyday English.
transported,	子会社,I transported the report.
transporter,	補助 金,She is an transporter.
transporters,	補助金,We found several transporters.
transporting,	補助金,They are transporting the results.
transports,	補助金,We found several transports.
underlie,	補助金,Underlie is used frequently in academic and everyday English.
underlay,	補助,Underlay is used frequently in academic and everyday English.
underlies,	補助 金,We found several underlies.
underlying,	補助金を支給します,They are underlying the results.
utilise,	補助,Utilise is used frequently in academic and everyday English.
utilisation,テープ,Utilisation is used frequently in academic and everyday English.
utilised,	録音,I utilised the report.
utilises,	テープ,We found several utilises.
utilising,	テーピング,They are utilising the results.
utiliser,跡,She is an utiliser.
utilisers,	追跡,We found several utilisers.
