English,Japanese,context
transited,"	糧",I transited the report.
transiting,"	持続",They are transiting the results.
transition,記号,
transitional,"	シンボリック",
transitions,"	象徴",We found several transitions.
transitory,"	象徴",
transits,"	象徴",We found several transits.
trend,"	象徴",
trends,"	象徴",We found several trends.
version,"	象徴主義",
versions,"	象徴",We found several versions.
welfare,"	象徴",
whereas,"	象徴",We found several whereas.
Sublist 6 of the Academic Word List,"	象徴",
abstract,"	シンボル",
abstraction,ターゲット,
abstractions,"	ターゲット",We found several abstractions.
abstractly,"	ターゲット",
abstracts,"	ターゲット",We found several abstracts.
accurate,トランシット,
accuracy,"	トランジット",
accurately,"	通過",
inaccuracy,"	遷移",
inaccuracies,"	過渡期の",We found several inaccuracies.
inaccurate,"	遷移",
acknowledge,"	はかない",
acknowledged,"	通過",I acknowledged the report.
acknowledges,トレンド,We found several acknowledges.
acknowledging,"	動向",They are acknowledging the results.
acknowledgement,バージョン,
acknowledgemens,"	バージョン",We found several acknowledgemens.
aggregate,福祉,
aggregated,一方,I aggregated the report.
aggregates,,We found several aggregates.
aggregating,,They are aggregating the results.
aggregation,,
allocate,,
allocated,,I allocated the report.
allocates,アカデミックワードリストのサブリスト6,We found several allocates.
allocating,,They are allocating the results.
allocation,,
allocations,要約,We found several allocations.
assign,"	アブストラクション",
assigned,"	抽象 化",I assigned the report.
assigning,"	抽象的",They are assigning the results.
assignment,"	抄録",
assignments,正確,We found several assignments.
assigns,"	精度",We found several assigns.
reassign,"	きちんと",
reassigned,"	不正確",I reassigned the report.
reassigning,"	誤り",They are reassigning the results.
reassigns,"	不明確",We found several reassigns.
unassigned,承認する,I unassigned the report.
attach,"	認めた",
attached,"	認める",I attached the report.
attaches,"	認め",We found several attaches.
attaching,"	承認",They are attaching the results.
attachment,"	謝辞",
attachments,骨材,We found several attachments.
unattached,"	集計",I unattached the report.
author,"	集計",She is an author.
authored,"	集約",I authored the report.
authoring,"	集合体",They are authoring the results.
authors,割り当てる,We found several authors.
authorship,"	割り当て られた",
bond,"	割り当てます",
bonded,"	割り当てる",I bonded the report.
bonding,"	割り当て",They are bonding the results.
bonds,"	手当",We found several bonds.
brief,割り当てる,
brevity,"	割り当て られた",
briefed,"	割り当てる",I briefed the report.
briefing,"	割り当て",They are briefing the results.
briefly,"	割り当て",
briefs,"	割り当てます",We found several briefs.
capable,"	割り当て",
capabilities,"	割り当て",We found several capabilities.
capability,"	割り当て",
incapable,"	再",
cite,"	未割り当て",
citation,添付する,
citations,"	付属",We found several citations.
cited,"	ファスナー",I cited the report.
citing,"	アタッチ",They are citing the results.
cites,"	愛着",We found several cites.
cooperate,"	添付 ファイル",
cooperated,"	未接続",I cooperated the report.
cooperates,著者,We found several cooperates.
cooperating,"	作成",They are cooperating the results.
cooperation,"	オーサリング",
cooperative,"	著者",
cooperatively,"	原作 者",
co-operate,債券,
co operated,"	結合",I co operated the report.
co operates,"	ボンディング",We found several co operates.
co operation,"	絆",
co operative,短,
co operatively,"	簡潔",
discriminate,"	ブリーフィング",
discriminated,"	ブリーフィング",I discriminated the report.
discriminates,"	一通り",We found several discriminates.
discriminating,"	ブリーフ",They are discriminating the results.
discrimination,有能,
display,"	資格",
displayed,"	力",I displayed the report.
displaying,"	できない",They are displaying the results.
displays,引用,We found several displays.
diverse,"	引用",
diversely,"	引用",
diversification,"	引用",
diversified,"	引用",I diversified the report.
diversifies,"	引用",We found several diversifies.
diversify,協力する,
diversifying,"	協力",They are diversifying the results.
diversity,"	協力",
domain,"	協力",
domains,"	協力",We found several domains.
edit,"	協同組合",
edited,"	協調",I edited the report.
editing,"	協力する",They are editing the results.
edition,"	協力",
editions,"	協力",We found several editions.
editor,"	協力",She is an editor.
editorial,"	協同組合",
editorials,"	協調",We found several editorials.
editors,差別する,We found several editors.
edits,"	差別",We found several edits.
enhance,"	差別",
enhanced,"	識別",I enhanced the report.
enhancement,"	差別",
enhances,陳列,We found several enhances.
enhancing,"	表示",They are enhancing the results.
estate,"	表示",
estates,"	表示",We found several estates.
exceed,多様,I exceed the report.
exceeded,"	多様に",I exceeded the report.
exceeding,"	万状",They are exceeding the results.
exceeds,"	多様 化",We found several exceeds.
expert,"	多様 化",
expertise,"	多様化する",
expertly,"	多様 化",
experts,"	多様性",We found several experts.
explicit,ドメイン,
explicitly,"	ドメイン",
federal,編集,
federation,"	編集",
federations,"	編集",We found several federations.
fee,"	版",
fees,"	エディション",We found several fees.
flexible,"	編集者",
flexibility,"	社説",
inflexible,"	社説",
inflexibility,"	エディター",
furthermore,"	編集",
gender,強化,She is an gender.
genders,"	強化",We found several genders.
ignorant,"	エンハンスメント",
ignorance,"	強化",
ignore,"	強化",
ignored,エステート,I ignored the report.
ignores,"	団地",We found several ignores.
ignoring,越える,They are ignoring the results.
incentive,"	超過",
incentives,"	超える",We found several incentives.
incidence,"	超える",
incident,達人,
incidentally,"	ノウハウ",
incidents,"	巧妙",We found several incidents.
incorporate,"	専門家",
incorporated,暁,I incorporated the report.
incorporates,"	明示的",We found several incorporates.
incorporating,フェデラル,They are incorporating the results.
incorporation,"	フェデレーション",
index,"	連合",
indexed,料金,I indexed the report.
indexes,"	手数料",We found several indexes.
indexing,フレキシブル,They are indexing the results.
inhibit,"	柔軟性",
inhibited,"	柔軟性",I inhibited the report.
inhibiting,"	不撓不屈",They are inhibiting the results.
inhibition,その上,
inhibitions,ジェンダー,We found several inhibitions.
inhibits,"	性別",We found several inhibits.
initiate,うとい,They plan to initiate a new project next month.
initiated,"	無知",I initiated the report.
initiates,"	不問に付す",We found several initiates.
initiating,"	無視",They are initiating the results.
initiation,"	無視",
initiations,"	無視",We found several initiations.
initiative,動機,
initiatives,"	誘因",We found several initiatives.
initiator,発生,She is an initiator.
initiators,"	事件",We found several initiators.
input,"	因みに",
inputs,"	事件",We found several inputs.
instruct,盛り込む,
instruction,"	組み込ま れて",
instructed,"	組み込む",I instructed the report.
instructing,"	組み込む",They are instructing the results.
instructions,"	設立",We found several instructions.
instructive,インデックス,
instructor,"	インデックス 付き",She is an instructor.
instructors,"	索引",We found several instructors.
instructs,"	インデキシング",We found several instructs.
intelligent,抑止,
intelligence,"	阻害",
intelligently,"	抑制",
unintelligent,"	制止",
interval,"	抑制",
intervals,"	抑制",We found several intervals.
lecture,始める,
lectured,"	開始",I lectured the report.
lecturer,"	開始",She is an lecturer.
lecturers,"	開始",We found several lecturers.
lectures,"	イニシエーション",We found several lectures.
lecturing,"	イニシエーション",They are lecturing the results.
migrate,"	イニシアチブ",
migrant,"	取り組み",
migrants,"	イニシエータ",We found several migrants.
migrated,"	イニシエーター",I migrated the report.
migrates,インプット,We found several migrates.
migrating,"	入力",They are migrating the results.
migration,教える,
migrations,"	命令",We found several migrations.
migratory,"	指示",
minimum,"	指示",
ministry,"	指示",
ministered,"	教育的な",I ministered the report.
ministering,"	インストラクター",They are ministering the results.
ministerial,"	インストラクター",
ministries,"	指示",We found several ministries.
motive,賢い,
motivate,"	知性",
motivated,"	インテリジェント",I motivated the report.
motivates,"	知能がない",We found several motivates.
motivating,間,They are motivating the results.
motivation,"	間隔",
motivations,講義,We found several motivations.
motives,"	講義",We found several motives.
unmotivated,"	講師",I unmotivated the report.
neutral,"	講師",
neutralisation,"	講義",
neutralise,"	講義",
neutralised,マイグレート,I neutralised the report.
neutralises,"	渡り鳥",We found several neutralises.
neutralising,"	移民",They are neutralising the results.
neutrality,"	移行",
neutralization,"	移行",
neutralize,"	移行",
neutralized,"	移動",I neutralized the report.
neutralizes,"	移行",We found several neutralizes.
neutralizing,"	渡り鳥",They are neutralizing the results.
nevertheless,最低限,
overseas,省,We found several overseas.
precede,"	ミニスター",
preceded,"	世話",I preceded the report.
precedence,"	閣僚",
precedent,"	省庁",
precedes,動機,We found several precedes.
preceding,"	 動機を与える",They are preceding the results.
unprecedented,"	動機",I unprecedented the report.
presume,"	動機",
presumably,"	やる気",
presumed,"	モチベーション",I presumed the report.
presumes,"	動機",We found several presumes.
presuming,"	動機",They are presuming the results.
presumption,"	やる気",
presumptions,ニュートラル,We found several presumptions.
presumptuous,"	中和",We found several presumptuous.
rational,"	中和",
irrational,"	中和",
rationalisation,"	中和",
rationalisations,"	中和",We found several rationalisations.
rationalise,"	中立",
rationalised,"	中和",I rationalised the report.
rationalises,"	中和する",We found several rationalises.
rationalising,"	中和",They are rationalising the results.
rationalism,"	中和",
rationality,"	中和",
rationalization,其れでも,
rationalizations,海外,We found several rationalizations.
rationalize,先んじる,
rationalized,"	先行",I rationalized the report.
rationalizes,"	順位",We found several rationalizes.
rationally,"	判例",
recover,"	前",She is an recover.
recoverable,"	先行",
recovered,"	空前",I recovered the report.
recovering,察する,They are recovering the results.
recovers,"	おそらく",We found several recovers.
recovery,"	推定",
reveal,"	前提",
revealed,"	推定",I revealed the report.
revealing,"	推定",They are revealing the results.
reveals,"	推定",We found several reveals.
revelation,"	烏滸がましい",
revelations,合理的,We found several revelations.
scope,"	不合理",
subsidy,"	合理化",
subsidiary,"	合理化",
subsidies,"	合理化",We found several subsidies.
subsidise,"	合理化",
subsidised,"	合理化",I subsidised the report.
subsidises,"	合理化",We found several subsidises.
subsidising,"	合理主義",They are subsidising the results.
subsidize,"	合理性",
subsidized,"	合理化",I subsidized the report.
subsidizes,"	合理化",We found several subsidizes.
subsidizing,"	合理化",They are subsidizing the results.
tape,"	合理化",
taped,"	合理化",I taped the report.
tapes,"	合理的",We found several tapes.
taping,回復する,They are taping the results.
trace,"	回復",
traceable,"	回復",
traced,"	回復",I traced the report.
traces,"	回復",We found several traces.
tracing,"	回復",They are tracing the results.
transform,明かす,
transformation,"	明らか",
transformations,"	明らか",We found several transformations.
transformed,"	明らか",I transformed the report.
transforming,"	暴露",They are transforming the results.
transforms,"	啓示",We found several transforms.
transport,スコープ,
transportation,下付金,
transported,"	子会社",I transported the report.
transporter,"	補助 金",She is an transporter.
transporters,"	補助金",We found several transporters.
transporting,"	補助金",They are transporting the results.
transports,"	補助金",We found several transports.
underlie,"	補助金",
underlay,"	補助",
underlies,"	補助 金",We found several underlies.
underlying,"	補助金を支給します",They are underlying the results.
utilise,"	補助",
utilisation,テープ,
utilised,"	録音",I utilised the report.
utilises,"	テープ",We found several utilises.
utilising,"	テーピング",They are utilising the results.
utiliser,跡,She is an utiliser.
utilisers,"	追跡",We found several utilisers.
utility,"	トレース",
utilities,"	トレース",We found several utilities.
utilization,"	トレーシング",
utilize,変形する,
utilized,"	変換",I utilized the report.
utilizes,"	変換",We found several utilizes.
utilizing,"	変換",They are utilizing the results.
Sublist 7 of the Academic Word List,"	変換",
adapt,"	変換",She had to adapt to the new environment.
adaptability,輸送,
adaptable,"	運輸",
adaptation,"	輸送",
adaptations,"	トランスポーター",We found several adaptations.
adapted,"	トランスポーター",I adapted the report.
adapting,"	輸送",They are adapting the results.
adaptive,"	輸送",
adapts,根底,We found several adapts.
adult,"	アンダーレイ",
adulthood,"	根底",
adults,"	基底",We found several adults.
advocate,利用,
advocacy,"	使い",
advocated,"	利用",I advocated the report.
advocates,"	使う",We found several advocates.
advocating,"	活用",They are advocating the results.
aid,"	使う",
aided,"	使う",I aided the report.
aiding,"	効用",They are aiding the results.
aids,"	ユーティリティ",We found several aids.
unaided,"	利用",I unaided the report.
channel,"	用いる",
channelled,"	利用",I channelled the report.
channelling,"	利用",They are channelling the results.
channels,"	利用",We found several channels.
chemical,,
chemically,,
chemicals,,We found several chemicals.
classic,,
classical,,
classics,アカデミックワードリストのサブリスト7,We found several classics.
comprehensive,,
comprehensively,,
comprise,適応する,The committee will comprise five members.
comprised,"	適応性",I comprised the report.
comprises,"	適応",We found several comprises.
comprising,"	適応",They are comprising the results.
confirm,"	適応",
confirmation,"	適応",
confirmed,"	適応",I confirmed the report.
confirming,"	アダプティヴ",They are confirming the results.
confirms,"	アダプツ",We found several confirms.
contrary,大人,
contrarily,"	成人であること",
convert,"	大人",
conversion,説く,
conversions,"	提唱",We found several conversions.
converted,"	提唱",I converted the report.
convertible,"	支持 者",
converting,"	提唱",They are converting the results.
converts,援助,We found several converts.
couple,"	支援",
coupled,"	支援",I coupled the report.
coupling,"	エイズ",They are coupling the results.
couples,"	介助なし",We found several couples.
decade,チャンネル,
decades,"	チャネリング",We found several decades.
definite,"	チャネリング",
definitely,"	チャンネル",
definitive,ケミカル,
indefinite,"	化学",
indefinitely,"	化学薬品",
deny,クラシック,
deniable,"	クラシック",
denial,"	クラシック",
denials,総合的,We found several denials.
denied,"	総合的",I denied the report.
denies,理解,We found several denies.
denying,"	構成",They are denying the results.
undeniable,"	含ま",
differentiate,"	網羅",
differentiated,確認する,I differentiated the report.
differentiates,"	確認",We found several differentiates.
differentiating,"	確認",They are differentiating the results.
differentiation,"	はんめい",
dispose,"	確認",
disposable,逆,
disposal,"	裏腹",
disposed,コンバート,I disposed the report.
disposes,"	換算",We found several disposes.
disposing,"	変換",They are disposing the results.
dynamic,"	変換",
dynamically,"	オープンカー",
dynamics,"	変換",We found several dynamics.
eliminate,"	変換",
eliminated,二人,I eliminated the report.
eliminates,"	結合",We found several eliminates.
eliminating,"	結合",They are eliminating the results.
elimination,"	カップル",
empirical,十年,
empirically,"	数 十 年",
empiricism,明確,
equip,"	必ず",
equipment,"	決定的",
equipped,"	不定",I equipped the report.
equipping,"	無期限",They are equipping the results.
equips,打ち消す,We found several equips.
extract,"	否認可能",
extracted,"	拒否",I extracted the report.
extracting,"	否定",They are extracting the results.
extraction,"	拒否",
extracts,"	拒否",We found several extracts.
file,"	否定",
filed,"	否めない",I filed the report.
files,微分する,We found several files.
filing,"	区別",They are filing the results.
finite,"	区別",
infinite,"	差別 化",
infinitely,"	区別",
foundation,廃棄,
foundations,"	使い捨て",We found several foundations.
globe,"	廃棄",
global,"	破棄",
globally,"	配置",
globalisation,"	処分",
globalization,動的,
grade,"	動的",
graded,"	動力学",I graded the report.
grades,鉏,We found several grades.
grading,"	排除",They are grading the results.
guarantee,"	排除",
guaranteed,"	排除",I guaranteed the report.
guaranteeing,"	除去",They are guaranteeing the results.
guarantees,実証的,We found several guarantees.
hierarchy,"	経験的",
hierarchical,"	経験論",
hierarchies,装備する,We found several hierarchies.
identical,"	備品",
identically,"	装備",
ideology,"	装着",
ideological,"	装備",
ideologically,抜く,
ideologies,"	抽出",We found several ideologies.
infer,"	抽出",She is an infer.
inference,"	抽出",
inferences,"	抽出",We found several inferences.
inferred,ファイル,I inferred the report.
inferring,"	提出",They are inferring the results.
infers,"	ファイル",We found several infers.
innovate,"	出願",
innovation,有限,
innovated,"	無限",I innovated the report.
innovates,"	無限",We found several innovates.
innovating,財団,They are innovating the results.
innovations,"	基礎",We found several innovations.
innovative,球,
innovator,"	 グローバル",She is an innovator.
innovators,"	グローバル",We found several innovators.
insert,"	グローバリゼーション",
inserted,"	グローバリゼーション",I inserted the report.
inserting,等級,They are inserting the results.
insertion,"	傾斜",
inserts,"	成績",We found several inserts.
intervene,"	採点",
intervened,保証,I intervened the report.
intervenes,"	折り紙付き",We found several intervenes.
intervening,"	保証",They are intervening the results.
intervention,"	保証",
interventions,階層,We found several interventions.
isolate,"	階層",
isolated,"	階層",I isolated the report.
isolates,同じ,We found several isolates.
isolating,"	同様に",They are isolating the results.
isolation,イデオロギー,
isolationism,"	イデオロギー",
media,"	イデオロギー",
mode,"	イデオロギー",
modes,推す,We found several modes.
paradigm,"	推論",
paradigms,"	推論",We found several paradigms.
phenomenon,"	推論",
phenomena,"	推論",
phenomenal,"	推論",
priority,革新,
priorities,"	革新",We found several priorities.
prioritisation,"	革新",
prioritise,"	革新",
prioritised,"	革新",I prioritised the report.
prioritises,"	技術 革新",We found several prioritises.
prioritising,"	革新",They are prioritising the results.
prioritization,"	イノベーター",
prioritize,"	イノベーター",You need to prioritize your tasks for better results.
prioritized,挿入する,I prioritized the report.
prioritizes,"	挿入",We found several prioritizes.
prioritizing,"	挿入",They are prioritizing the results.
prohibit,"	挿入",
prohibited,"	挿入",I prohibited the report.
prohibiting,介入,They are prohibiting the results.
prohibition,"	介入",
prohibitions,"	介入",We found several prohibitions.
prohibitive,"	間にある",
prohibits,"	介入",We found several prohibits.
publication,"	介入",
publications,隔離する,We found several publications.
quote,"	分離",
quotation,"	分離",
quotations,"	分離",We found several quotations.
quoted,"	隔離",I quoted the report.
quotes,"	孤立主義",We found several quotes.
quoting,メディア,They are quoting the results.
release,モード,
released,"	モード",I released the report.
releases,パラダイム,We found several releases.
releasing,"	パラダイム",They are releasing the results.
reverse,現象,
reversal,"	現象",
reversed,"	驚異",I reversed the report.
reverses,優先権,We found several reverses.
reversible,"	優先 順位",
reversing,"	優先順位付け",They are reversing the results.
reversals,"	優先順位付け",We found several reversals.
irreversible,"	優先順位付け",
simulate,"	優先順位付け",
simulated,"	優先順位付け",I simulated the report.
simulates,"	優先順位付け",We found several simulates.
simulating,"	優先 順位",They are simulating the results.
simulation,"	優先 順位",
sole,"	優先 順位",
solely,"	優先 順位 付け",
somewhat,禁止する,
submit,"	禁じられた",
submission,"	禁止",
submissions,"	禁止",We found several submissions.
submits,"	禁止",We found several submits.
submitted,"	禁止",I submitted the report.
submitting,"	禁止",They are submitting the results.
successor,出版,She is an successor.
succession,"	出版 物",
successions,引用する,We found several successions.
successive,"	引用",
successively,"	引用",
successors,"	引用",We found several successors.
survive,"	引用符",
survival,"	引用",
survived,解放,I survived the report.
survives,"	リリース",We found several survives.
surviving,"	リリース",They are surviving the results.
survivor,"	リリース",She is an survivor.
survivors,逆,We found several survivors.
thesis,"	逆転",We found several thesis.
theses,"	さかさ",We found several theses.
topic,"	反転",
topical,"	リバーシブル",
topics,"	反転",We found several topics.
transmit,"	逆転",
transmission,"	不可逆",
transmissions,シミュレートする,We found several transmissions.
transmitted,"	シミュレーション",I transmitted the report.
transmitting,"	シミュレーション",They are transmitting the results.
transmits,"	シミュレーション",We found several transmits.
ultimate,"	シミュレーション",
ultimately,ソール,
unique,"	一に",
uniquely,なんとか,
uniqueness,送信,
visible,"	提出",
visibility,"	提出",
visibly,"	送信",
invisible,"	提出",
invisibility,"	提出",
voluntary,後継,
voluntarily,"	承継",
volunteer,"	団地",She is an volunteer.
volunteering,"	後続",They are volunteering the results.
volunteered,"	逐次",I volunteered the report.
volunteers,"	後継 者",We found several volunteers.
Sublist 8 of the Academic Word List,生き延びる,
abandon,"	生存",
abandoned,"	生き残った",I abandoned the report.
abandoning,"	存続",They are abandoning the results.
abandonment,"	存続",
abandons,"	生存者",We found several abandons.
accompany,"	生存 者",
accompanied,論文,I accompanied the report.
accompanies,"	論文",We found several accompanies.
accompaniment,話題,
accompanying,"	局所",They are accompanying the results.
unaccompanied,"	トピック",I unaccompanied the report.
accumulate,伝える,
accumulated,"	感染",I accumulated the report.
accumulating,"	トランス ミッション",They are accumulating the results.
accumulation,"	伝わる",
accumulates,"	送信",We found several accumulates.
ambiguous,"	送信",We found several ambiguous.
ambiguities,究極,We found several ambiguities.
ambiguity,"	最近",
unambiguous,ユニーク,We found several unambiguous.
unambiguously,"	一意",
append,"	独特",
appendix,目に見える,
appended,"	可視",I appended the report.
appends,"	目に見えて",We found several appends.
appending,"	インビジブル",They are appending the results.
appendices,"	不可視",We found several appendices.
appendixes,自発的,We found several appendixes.
appreciate,"	進んで",
appreciable,"	ボランティア",
appreciably,"	志願",
appreciated,"	ボランティア",I appreciated the report.
appreciates,"	ボランティア",We found several appreciates.
appreciating,,They are appreciating the results.
appreciation,,
unappreciated,アカデミックワードリストのサブリスト8,I unappreciated the report.
arbitrary,,
arbitrariness,,
arbitrarily,捨てる,
automate,"	放棄",
automatic,"	放棄",
automated,"	放棄",I automated the report.
automates,"	ドロップ アウト",We found several automates.
automating,召し連れる,They are automating the results.
automatically,"	伴う",
automation,"	伴う",
bias,"	伴奏",We found several bias.
biased,"	供奉",I biased the report.
biases,"	別送",We found several biases.
biasing,溜める,They are biasing the results.
unbiased,"	蓄積",I unbiased the report.
chart,"	蓄積",
charted,"	蓄積",I charted the report.
charting,"	蓄積",They are charting the results.
charts,紛らわしい,We found several charts.
uncharted,"	あいまい さ",I uncharted the report.
clarify,"	曖昧さ",
clarification,"	一義的",
clarified,"	明確",I clarified the report.
clarifies,追加,We found several clarifies.
clarifying,"	虫垂",They are clarifying the results.
clarity,"	追加",
commodity,"	追加",
commodities,"	貼付",We found several commodities.
complement,"	付録",
complementary,"	付録",
complemented,感謝する,I complemented the report.
complementing,"	かなり",They are complementing the results.
complements,"	かなり",We found several complements.
conform,"	感謝",
conformable,"	高く 評価",
conformability,"	鑑賞",
conformance,"	鑑賞",
conformation,"	評価されない",
conformed,任意,I conformed the report.
conforming,"	恣意",They are conforming the results.
conformist,"	任意に",
conformists,自動化,We found several conformists.
conformity,"	自動",
conforms,"	自動",We found several conforms.
nonconformist,"	自動化",
nonconformists,"	オートメーション",We found several nonconformists.
nonconformity,"	自動的に",
non-conformist,"	オートメーション",
non-conformists,バイアス,We found several non-conformists.
non-conformity,"	詖",
contemporary,"	バイアス",
contemporaries,"	バイアス",We found several contemporaries.
contradict,"	公平",
contradicted,チャート,I contradicted the report.
contradicting,"	チャート",They are contradicting the results.
contradiction,"	チャート",
contradictions,"	グラフ",We found several contradictions.
contradictory,"	未知の",
contradicts,闡,We found several contradicts.
crucial,"	解明",
crucially,"	明らか",
currency,"	明らか",
currencies,"	明らか",We found several currencies.
denote,"	明快",
denotation,商品,
denotations,"	商品",We found several denotations.
denoted,補語,I denoted the report.
denotes,"	補完",We found several denotes.
denoting,"	補完",They are denoting the results.
detect,"	補完",
detectable,"	補完",
detected,従う,I detected the report.
detecting,"	適合可能",They are detecting the results.
detection,"	適合性",
detective,"	準拠",
detectives,"	立体配座",We found several detectives.
detector,"	適合",She is an detector.
detectors,"	準拠",We found several detectors.
detects,"	順応",We found several detects.
deviate,"	コンフォーミスト",
deviated,"	適合",I deviated the report.
deviates,"	準拠",We found several deviates.
deviating,"	異端児",They are deviating the results.
deviation,"	非国教徒",
deviations,"	不適合",We found several deviations.
displace,"	不適合者",
displaced,"	非国教徒",I displaced the report.
displacement,"	不適合",
displaces,コンテンポラリー,We found several displaces.
displacing,"	時代",They are displacing the results.
drama,反する,
dramas,"	矛盾",We found several dramas.
dramatic,"	矛盾",
dramatically,"	矛盾",
dramatise,"	矛盾",
dramatised,"	矛盾",I dramatised the report.
dramatising,"	否定",They are dramatising the results.
dramatises,肝要,We found several dramatises.
dramatisation,"	重大",
dramatisations,通貨,We found several dramatisations.
dramatist,"	 通貨",
dramatists,示す,We found several dramatists.
dramatization,"	外延",
dramatizations,"	表示",We found several dramatizations.
dramatize,"	示される",
dramatized,"	示します",I dramatized the report.
dramatizes,"	示す",We found several dramatizes.
dramatizing,見付ける,They are dramatizing the results.
eventual,"	検出可能",
eventuality,"	検出",
eventually,"	検波",
exhibit,"	検出",
exhibited,"	探偵",I exhibited the report.
exhibiting,"	探偵",They are exhibiting the results.
exhibition,"	ディテクター",
exhibitions,"	検出 器",We found several exhibitions.
exhibits,"	検出",We found several exhibits.
exploit,逸脱,
exploitation,"	逸脱",
exploited,"	逸脱",I exploited the report.
exploiting,"	逸脱",They are exploiting the results.
exploits,"	偏差",We found several exploits.
fluctuate,"	偏差",
fluctuated,変位,I fluctuated the report.
fluctuates,"	避難",We found several fluctuates.
fluctuating,"	排水量",They are fluctuating the results.
fluctuation,"	変位",
fluctuations,"	変位",We found several fluctuations.
guideline,ドラマ,
guidelines,"	ドラマ",We found several guidelines.
highlight,"	劇的",The report highlights the need for action.
highlighted,"	劇的",I highlighted the report.
highlighting,"	ドラマチック",They are highlighting the results.
highlights,"	ドラマ化",We found several highlights.
implicit,"	ドラマ化",
implicitly,"	ドラマチック",
induce,"	脚色",
induced,"	ドラマ化",I induced the report.
induces,"	劇作家",We found several induces.
inducing,"	劇作家",They are inducing the results.
induction,"	脚色",
inevitable,"	ドラマ化",
inevitability,"	脚色",
inevitably,"	脚色",
infrastructure,"	ドラマ化する",
infrastructures,"	演出",We found several infrastructures.
inspect,最終的,
inspected,"	不測",I inspected the report.
inspecting,"	結局",They are inspecting the results.
inspection,展示,
inspections,"	展示",We found several inspections.
inspector,"	展示",She is an inspector.
inspectors,"	展示",We found several inspectors.
inspects,"	展示 会",We found several inspects.
intense,"	パレード",
intensely,搾り取る,
intenseness,"	搾取",
intensification,"	悪用",
intensified,"	悪用",I intensified the report.
intensifies,"	悪用",We found several intensifies.
intensify,動く,
intensifying,"	変動",They are intensifying the results.
intension,"	変動",
intensity,"	変動",
intensive,"	変動",
intensively,"	変動",
manipulate,ガイドライン,
manipulated,"	ガイドライン",I manipulated the report.
manipulates,ハイライト,We found several manipulates.
manipulating,"	強調",They are manipulating the results.
manipulation,"	強調 表示",
manipulations,"	ハイライト",We found several manipulations.
manipulative,暗黙の,
minimise,"	暗黙的",
minimised,徠,I minimised the report.
minimises,"	誘導",We found several minimises.
minimising,"	誘導",They are minimising the results.
minimize,"	誘導",
minimized,"	誘導",I minimized the report.
minimizes,必至,We found several minimizes.
minimizing,"	必然",They are minimizing the results.
nuclear,"	必然的に",
offset,インフラ,
offsets,"	インフラ",We found several offsets.
offsetting,検査する,They are offsetting the results.
paragraph,"	検査",
paragraphing,"	実検",They are paragraphing the results.
paragraphs,"	検査",We found several paragraphs.
plus,"	検査",We found several plus.
pluses,"	インスペクター",We found several pluses.
practitioner,"	検査 官",She is an practitioner.
practitioners,"	検査",We found several practitioners.
predominant,きつい,
predominance,"	激しく",
predominantly,"	強烈さ",
predominate,"	激化",
predominated,"	激化",I predominated the report.
predominates,"	激化",We found several predominates.
predominating,"	深まる",They are predominating the results.
prospect,"	激化",
prospective,"	意図",
prospects,"	強度",We found several prospects.
radical,"	インテンシブ",
radically,"	集中",
radicals,操る,We found several radicals.
random,"	操作",
randomly,"	操作",
randomness,"	操作",
reinforce,"	マニピュレーション",The teacher used examples to reinforce the concept.
reinforced,"	操作",I reinforced the report.
reinforcement,"	操作的",
reinforcements,最小限,We found several reinforcements.
reinforces,"	最小 化",We found several reinforces.
reinforcing,"	最小 化",They are reinforcing the results.
restore,"	最小限",
restoration,"	最小化する",
restored,"	最小 化",I restored the report.
restores,"	最小 化",We found several restores.
restoring,"	最小 化",They are restoring the results.
revise,核,
revised,相殺,I revised the report.
revises,"	オフセット",We found several revises.
revising,"	相殺",They are revising the results.
revision,段落,
revisions,"	段落",We found several revisions.
schedule,"	段落",
reschedule,プラス,
rescheduled,"	プラス",I rescheduled the report.
reschedules,開業医,We found several reschedules.
rescheduling,"	実務 家",They are rescheduling the results.
scheduled,優勢,I scheduled the report.
schedules,"	優勢",We found several schedules.
scheduling,"	主",They are scheduling the results.
unscheduled,"	そびえる",I unscheduled the report.
tense,"	優勢",
tension,"	優勢",
tensely,"	優勢",
tenser,見通し,She is an tenser.
tensest,"	プロスペクティブ",
tensions,"	形勢",We found several tensions.
terminate,部首,
terminal,"	根本",
terminals,"	ラジカル",We found several terminals.
terminated,ランダム,I terminated the report.
terminates,"	ランダム",We found several terminates.
terminating,"	無作為",They are terminating the results.
termination,補強する,
terminations,"	強化",We found several terminations.
theme,"	強化",
themes,"	援兵",We found several themes.
thematic,"	強化",
thematically,"	補強",
thereby,戻す,
uniform,"	復旧",
uniformity,"	復元",
uniformly,"	復元",
vehicle,"	復元",
vehicles,改める,We found several vehicles.
via,"	改訂",
virtual,"	改訂",
virtually,"	改正",
visual,"	改定",
visualise,"	リビジョン",
visualised,計画,I visualised the report.
visualising,"	変更する",They are visualising the results.
visualisation,"	スケジュール",
visualize,"	スケジュール変更",
visualized,"	スケジュール変更",I visualized the report.
visualizing,"	予定",They are visualizing the results.
visualization,"	スケジュール",
visually,"	スケジューリング",
widespread,"	不定期",
Sublist 9 of the Academic Word List,時制,
accommodate,"	緊張",
